lat,lon,speed (cm/s),direction (deg),acquired,resolution (km),origin
47.13,-125.8,9.2,220.6,9/8/2026 12:00,6,USWC
47.13,-125.74,3.2,251.6,9/8/2026 12:00,6,USWC
47.13,-125.68,3.2,288.4,9/8/2026 12:00,6,USWC
47.13,-125.61,7.6,203.2,9/8/2026 12:00,6,USWC
47.13,-125.55,9.5,198.4,9/8/2026 12:00,6,USWC
47.13,-125.49,11.4,195.3,9/8/2026 12:00,6,USWC
47.13,-125.43,16.2,201.8,9/8/2026 12:00,6,USWC
47.13,-125.36,15.7,206.6,9/8/2026 12:00,6,USWC
47.13,-125.3,15.7,206.6,9/8/2026 12:00,6,USWC
47.13,-125.24,18.4,202.4,9/8/2026 12:00,6,USWC
47.13,-125.18,22.5,200.9,9/8/2026 12:00,6,USWC
47.13,-125.11,21.6,193.4,9/8/2026 12:00,6,USWC
47.13,-125.05,15,183.8,9/8/2026 12:00,6,USWC
47.13,-124.99,9.2,167.5,9/8/2026 12:00,6,USWC
47.13,-124.93,3.6,56.3,9/8/2026 12:00,6,USWC
47.13,-124.86,7,0,9/8/2026 12:00,6,USWC
47.13,-124.8,13,337.4,9/8/2026 12:00,6,USWC
47.13,-124.74,21.5,338.2,9/8/2026 12:00,6,USWC
47.13,-124.68,26.4,335.4,9/8/2026 12:00,6,USWC
47.13,-124.61,29.4,324.7,9/8/2026 12:00,6,USWC
47.13,-124.55,33.2,316.2,9/8/2026 12:00,6,USWC
47.13,-124.49,38.4,308.7,9/8/2026 12:00,6,USWC
47.13,-124.43,45.7,298.8,9/8/2026 12:00,6,USWC
47.13,-124.36,55.1,285.8,9/8/2026 12:00,6,USWC
47.13,-124.3,62.4,282,9/8/2026 12:00,6,USWC
47.19,-125.92,6.3,288.4,9/8/2026 12:00,6,USWC
47.19,-125.86,5,270,9/8/2026 12:00,6,USWC
47.19,-125.8,7.8,230.2,9/8/2026 12:00,6,USWC
47.19,-125.74,4.5,333.4,9/8/2026 12:00,6,USWC
47.19,-125.68,5.7,225,9/8/2026 12:00,6,USWC
47.19,-125.61,2.2,296.6,9/8/2026 12:00,6,USWC
47.19,-125.55,8.9,206.6,9/8/2026 12:00,6,USWC
47.19,-125.49,14.9,199.7,9/8/2026 12:00,6,USWC
47.19,-125.43,14.3,204.8,9/8/2026 12:00,6,USWC
47.19,-125.36,15.3,211.6,9/8/2026 12:00,6,USWC
47.19,-125.3,17.5,211,9/8/2026 12:00,6,USWC
47.19,-125.24,18.4,209.4,9/8/2026 12:00,6,USWC
47.19,-125.18,18.8,205.2,9/8/2026 12:00,6,USWC
47.19,-125.11,18,199.4,9/8/2026 12:00,6,USWC
47.19,-125.05,14,184.1,9/8/2026 12:00,6,USWC
47.19,-124.99,8.2,166,9/8/2026 12:00,6,USWC
47.19,-124.93,2.2,116.6,9/8/2026 12:00,6,USWC
47.19,-124.86,7.1,351.9,9/8/2026 12:00,6,USWC
47.19,-124.8,17.3,350,9/8/2026 12:00,6,USWC
47.19,-124.74,22.5,339.1,9/8/2026 12:00,6,USWC
47.19,-124.68,25.1,336.5,9/8/2026 12:00,6,USWC
47.19,-124.61,26.8,333.4,9/8/2026 12:00,6,USWC
47.19,-124.55,29.2,329,9/8/2026 12:00,6,USWC
47.19,-124.49,32,308.7,9/8/2026 12:00,6,USWC
47.19,-124.43,39.4,297.2,9/8/2026 12:00,6,USWC
47.19,-124.36,53.6,284,9/8/2026 12:00,6,USWC
47.19,-124.3,67.5,276.8,9/8/2026 12:00,6,USWC
47.24,-125.99,8.1,262.9,9/8/2026 12:00,6,USWC
47.24,-125.92,7.6,336.8,9/8/2026 12:00,6,USWC
47.24,-125.86,5.4,291.8,9/8/2026 12:00,6,USWC
47.24,-125.8,9.2,347.5,9/8/2026 12:00,6,USWC
47.24,-125.74,13,4.4,9/8/2026 12:00,6,USWC
47.24,-125.68,3.2,288.4,9/8/2026 12:00,6,USWC
47.24,-125.61,5,233.1,9/8/2026 12:00,6,USWC
47.24,-125.55,2.8,225,9/8/2026 12:00,6,USWC
47.24,-125.49,10.3,209.1,9/8/2026 12:00,6,USWC
47.24,-125.43,12.1,204.4,9/8/2026 12:00,6,USWC
47.24,-125.36,13.9,210.3,9/8/2026 12:00,6,USWC
47.24,-125.3,15.3,211.6,9/8/2026 12:00,6,USWC
47.24,-125.24,18,213.7,9/8/2026 12:00,6,USWC
47.24,-125.18,20.6,209.1,9/8/2026 12:00,6,USWC
47.24,-125.11,17.5,203.6,9/8/2026 12:00,6,USWC
47.24,-125.05,14.6,195.9,9/8/2026 12:00,6,USWC
47.24,-124.99,9.1,173.7,9/8/2026 12:00,6,USWC
47.24,-124.93,4.1,166,9/8/2026 12:00,6,USWC
47.24,-124.86,4,0,9/8/2026 12:00,6,USWC
47.24,-124.8,15.3,348.7,9/8/2026 12:00,6,USWC
47.24,-124.74,21.8,344.1,9/8/2026 12:00,6,USWC
47.24,-124.68,24.7,338.6,9/8/2026 12:00,6,USWC
47.24,-124.61,25.1,336.5,9/8/2026 12:00,6,USWC
47.24,-124.55,25.5,334.4,9/8/2026 12:00,6,USWC
47.24,-124.49,26.9,312,9/8/2026 12:00,6,USWC
47.24,-124.43,31.4,300.7,9/8/2026 12:00,6,USWC
47.24,-124.36,39.2,289.4,9/8/2026 12:00,6,USWC
47.3,-125.99,11.4,344.7,9/8/2026 12:00,6,USWC
47.3,-125.92,14.1,351.9,9/8/2026 12:00,6,USWC
47.3,-125.86,22.1,5.2,9/8/2026 12:00,6,USWC
47.3,-125.8,16,0,9/8/2026 12:00,6,USWC
47.3,-125.74,16,3.6,9/8/2026 12:00,6,USWC
47.3,-125.68,9.1,353.7,9/8/2026 12:00,6,USWC
47.3,-125.61,8,0,9/8/2026 12:00,6,USWC
47.3,-125.55,3.6,236.3,9/8/2026 12:00,6,USWC
47.3,-125.49,5.8,211,9/8/2026 12:00,6,USWC
47.3,-125.43,8.9,206.6,9/8/2026 12:00,6,USWC
47.3,-125.36,17,208.1,9/8/2026 12:00,6,USWC
47.3,-125.3,16.6,212.7,9/8/2026 12:00,6,USWC
47.3,-125.24,19.7,210.5,9/8/2026 12:00,6,USWC
47.3,-125.18,19.7,210.5,9/8/2026 12:00,6,USWC
47.3,-125.11,17,208.1,9/8/2026 12:00,6,USWC
47.3,-125.05,11.4,195.3,9/8/2026 12:00,6,USWC
47.3,-124.99,9,180,9/8/2026 12:00,6,USWC
47.3,-124.93,6.3,161.6,9/8/2026 12:00,6,USWC
47.3,-124.86,0,90,9/8/2026 12:00,6,USWC
47.3,-124.8,10.2,348.7,9/8/2026 12:00,6,USWC
47.3,-124.74,19,341.6,9/8/2026 12:00,6,USWC
47.3,-124.68,25.1,336.5,9/8/2026 12:00,6,USWC
47.3,-124.61,25.1,331.4,9/8/2026 12:00,6,USWC
47.3,-124.55,23.9,327,9/8/2026 12:00,6,USWC
47.3,-124.49,24.8,310.1,9/8/2026 12:00,6,USWC
47.3,-124.43,25,286.3,9/8/2026 12:00,6,USWC
47.35,-125.99,12.4,346,9/8/2026 12:00,6,USWC
47.35,-125.92,18,0,9/8/2026 12:00,6,USWC
47.35,-125.86,26.3,8.7,9/8/2026 12:00,6,USWC
47.35,-125.8,33.5,10.3,9/8/2026 12:00,6,USWC
47.35,-125.74,30.6,11.3,9/8/2026 12:00,6,USWC
47.35,-125.68,24.5,11.8,9/8/2026 12:00,6,USWC
47.35,-125.61,5.4,338.2,9/8/2026 12:00,6,USWC
47.35,-125.55,7.1,225,9/8/2026 12:00,6,USWC
47.35,-125.49,4.2,225,9/8/2026 12:00,6,USWC
47.35,-125.43,13.9,210.3,9/8/2026 12:00,6,USWC
47.35,-125.36,14.8,208.3,9/8/2026 12:00,6,USWC
47.35,-125.3,15.8,214.7,9/8/2026 12:00,6,USWC
47.35,-125.24,19.4,214.5,9/8/2026 12:00,6,USWC
47.35,-125.18,17.5,211,9/8/2026 12:00,6,USWC
47.35,-125.11,14.3,204.8,9/8/2026 12:00,6,USWC
47.35,-125.05,15.8,198.4,9/8/2026 12:00,6,USWC
47.35,-124.99,10,174.3,9/8/2026 12:00,6,USWC
47.35,-124.93,9.5,161.6,9/8/2026 12:00,6,USWC
47.35,-124.86,5.8,149,9/8/2026 12:00,6,USWC
47.35,-124.8,7.2,33.7,9/8/2026 12:00,6,USWC
47.35,-124.74,13,355.6,9/8/2026 12:00,6,USWC
47.35,-124.68,19.4,348.1,9/8/2026 12:00,6,USWC
47.35,-124.61,26,337.4,9/8/2026 12:00,6,USWC
47.35,-124.55,23.4,320.2,9/8/2026 12:00,6,USWC
47.35,-124.49,15.6,320.2,9/8/2026 12:00,6,USWC
47.4,-125.99,11.4,344.7,9/8/2026 12:00,6,USWC
47.4,-125.92,21,2.7,9/8/2026 12:00,6,USWC
47.4,-125.86,34.5,10,9/8/2026 12:00,6,USWC
47.4,-125.8,39.1,13.3,9/8/2026 12:00,6,USWC
47.4,-125.74,40.5,15.8,9/8/2026 12:00,6,USWC
47.4,-125.68,14,0,9/8/2026 12:00,6,USWC
47.4,-125.61,6.1,350.5,9/8/2026 12:00,6,USWC
47.4,-125.55,2.2,296.6,9/8/2026 12:00,6,USWC
47.4,-125.49,6.4,218.7,9/8/2026 12:00,6,USWC
47.4,-125.43,11.4,217.9,9/8/2026 12:00,6,USWC
47.4,-125.36,7.2,213.7,9/8/2026 12:00,6,USWC
47.4,-125.3,10,216.9,9/8/2026 12:00,6,USWC
47.4,-125.24,13,212.5,9/8/2026 12:00,6,USWC
47.4,-125.18,15.3,211.6,9/8/2026 12:00,6,USWC
47.4,-125.11,15.7,206.6,9/8/2026 12:00,6,USWC
47.4,-125.05,13.2,188.7,9/8/2026 12:00,6,USWC
47.4,-124.99,14,175.9,9/8/2026 12:00,6,USWC
47.4,-124.93,12.1,155.6,9/8/2026 12:00,6,USWC
47.4,-124.86,12,131.6,9/8/2026 12:00,6,USWC
47.4,-124.8,12.1,114.4,9/8/2026 12:00,6,USWC
47.4,-124.74,11,84.8,9/8/2026 12:00,6,USWC
47.4,-124.68,15.3,58.4,9/8/2026 12:00,6,USWC
47.4,-124.61,15,36.9,9/8/2026 12:00,6,USWC
47.4,-124.55,13.4,63.4,9/8/2026 12:00,6,USWC
47.46,-125.99,9.4,328,9/8/2026 12:00,6,USWC
47.46,-125.92,23,2.5,9/8/2026 12:00,6,USWC
47.46,-125.86,39.1,13.3,9/8/2026 12:00,6,USWC
47.46,-125.8,41.5,15.4,9/8/2026 12:00,6,USWC
47.46,-125.74,48.7,19.2,9/8/2026 12:00,6,USWC
47.46,-125.68,27.9,14.5,9/8/2026 12:00,6,USWC
47.46,-125.61,12.2,9.5,9/8/2026 12:00,6,USWC
47.46,-125.55,7.1,8.1,9/8/2026 12:00,6,USWC
47.46,-125.49,6.4,231.3,9/8/2026 12:00,6,USWC
47.46,-125.43,17.8,218.2,9/8/2026 12:00,6,USWC
47.46,-125.36,10.6,221.2,9/8/2026 12:00,6,USWC
47.46,-125.3,10.6,221.2,9/8/2026 12:00,6,USWC
47.46,-125.24,8.6,215.5,9/8/2026 12:00,6,USWC
47.46,-125.18,11.2,206.6,9/8/2026 12:00,6,USWC
47.46,-125.11,17.5,203.6,9/8/2026 12:00,6,USWC
47.46,-125.05,16.3,190.6,9/8/2026 12:00,6,USWC
47.46,-124.99,16.1,172.9,9/8/2026 12:00,6,USWC
47.46,-124.93,17.3,170,9/8/2026 12:00,6,USWC
47.46,-124.86,15.2,156.8,9/8/2026 12:00,6,USWC
47.46,-124.8,14.4,123.7,9/8/2026 12:00,6,USWC
47.46,-124.74,17.3,100,9/8/2026 12:00,6,USWC
47.46,-124.68,17.3,100,9/8/2026 12:00,6,USWC
47.46,-124.61,17,93.4,9/8/2026 12:00,6,USWC
47.46,-124.55,12.2,35,9/8/2026 12:00,6,USWC
47.51,-125.99,18.2,350.5,9/8/2026 12:00,6,USWC
47.51,-125.92,26.2,6.6,9/8/2026 12:00,6,USWC
47.51,-125.86,32.8,12.3,9/8/2026 12:00,6,USWC
47.51,-125.8,42.7,16.3,9/8/2026 12:00,6,USWC
47.51,-125.74,48.7,19.2,9/8/2026 12:00,6,USWC
47.51,-125.68,41.8,21,9/8/2026 12:00,6,USWC
47.51,-125.61,12.4,14,9/8/2026 12:00,6,USWC
47.51,-125.55,3,270,9/8/2026 12:00,6,USWC
47.51,-125.49,9.2,229.4,9/8/2026 12:00,6,USWC
47.51,-125.43,22,219.5,9/8/2026 12:00,6,USWC
47.51,-125.36,12.7,225,9/8/2026 12:00,6,USWC
47.51,-125.3,11.3,225,9/8/2026 12:00,6,USWC
47.51,-125.24,9.2,220.6,9/8/2026 12:00,6,USWC
47.51,-125.18,8.9,206.6,9/8/2026 12:00,6,USWC
47.51,-125.11,16.8,197.4,9/8/2026 12:00,6,USWC
47.51,-125.05,17.3,190,9/8/2026 12:00,6,USWC
47.51,-124.99,20,182.9,9/8/2026 12:00,6,USWC
47.51,-124.93,20,177.1,9/8/2026 12:00,6,USWC
47.51,-124.86,17.5,166.8,9/8/2026 12:00,6,USWC
47.51,-124.8,16.2,158.2,9/8/2026 12:00,6,USWC
47.51,-124.74,14.1,135,9/8/2026 12:00,6,USWC
47.51,-124.68,12.8,128.7,9/8/2026 12:00,6,USWC
47.51,-124.61,5.4,68.2,9/8/2026 12:00,6,USWC
47.56,-125.99,17,356.6,9/8/2026 12:00,6,USWC
47.56,-125.92,23,2.5,9/8/2026 12:00,6,USWC
47.56,-125.86,34,13.6,9/8/2026 12:00,6,USWC
47.56,-125.8,45.2,18,9/8/2026 12:00,6,USWC
47.56,-125.74,41.4,19.7,9/8/2026 12:00,6,USWC
47.56,-125.68,42.2,22.3,9/8/2026 12:00,6,USWC
47.56,-125.61,23.1,17.7,9/8/2026 12:00,6,USWC
47.56,-125.55,10,5.7,9/8/2026 12:00,6,USWC
47.56,-125.49,15.6,225,9/8/2026 12:00,6,USWC
47.56,-125.43,22.7,221.4,9/8/2026 12:00,6,USWC
47.56,-125.36,20.5,223,9/8/2026 12:00,6,USWC
47.56,-125.3,12.7,225,9/8/2026 12:00,6,USWC
47.56,-125.24,9.9,225,9/8/2026 12:00,6,USWC
47.56,-125.18,13.9,210.3,9/8/2026 12:00,6,USWC
47.56,-125.11,18.4,202.4,9/8/2026 12:00,6,USWC
47.56,-125.05,21.6,193.4,9/8/2026 12:00,6,USWC
47.56,-124.99,23.8,194.6,9/8/2026 12:00,6,USWC
47.56,-124.93,25.7,193.5,9/8/2026 12:00,6,USWC
47.56,-124.86,24.3,189.5,9/8/2026 12:00,6,USWC
47.56,-124.8,25,196.3,9/8/2026 12:00,6,USWC
47.56,-124.74,20.4,191.3,9/8/2026 12:00,6,USWC
47.56,-124.68,15.2,203.2,9/8/2026 12:00,6,USWC
47.56,-124.61,10,323.1,9/8/2026 12:00,6,USWC
47.62,-125.92,33,14,9/8/2026 12:00,6,USWC
47.62,-125.86,42.1,18,9/8/2026 12:00,6,USWC
47.62,-125.8,39.8,17.5,9/8/2026 12:00,6,USWC
47.62,-125.74,43.7,20.1,9/8/2026 12:00,6,USWC
47.62,-125.68,36.1,19.4,9/8/2026 12:00,6,USWC
47.62,-125.61,16.1,7.1,9/8/2026 12:00,6,USWC
47.62,-125.55,6.4,321.3,9/8/2026 12:00,6,USWC
47.62,-125.49,8,270,9/8/2026 12:00,6,USWC
47.62,-125.43,18.6,233.7,9/8/2026 12:00,6,USWC
47.62,-125.36,14.2,230.7,9/8/2026 12:00,6,USWC
47.62,-125.3,7.8,230.2,9/8/2026 12:00,6,USWC
47.62,-125.24,3.2,251.6,9/8/2026 12:00,6,USWC
47.62,-125.18,7.6,203.2,9/8/2026 12:00,6,USWC
47.62,-125.11,17.7,196.4,9/8/2026 12:00,6,USWC
47.62,-125.05,25.6,200.6,9/8/2026 12:00,6,USWC
47.62,-124.99,29.5,204,9/8/2026 12:00,6,USWC
47.62,-124.93,34.9,207.3,9/8/2026 12:00,6,USWC
47.62,-124.86,39.4,210.5,9/8/2026 12:00,6,USWC
47.62,-124.8,38.3,213.3,9/8/2026 12:00,6,USWC
47.62,-124.74,39.8,218.9,9/8/2026 12:00,6,USWC
47.62,-124.68,28.3,225,9/8/2026 12:00,6,USWC
47.67,-125.8,41.4,19.7,9/8/2026 12:00,6,USWC
47.67,-125.74,39.9,22.1,9/8/2026 12:00,6,USWC
47.67,-125.68,27.2,17.1,9/8/2026 12:00,6,USWC
47.67,-125.61,12.4,346,9/8/2026 12:00,6,USWC
47.67,-125.55,9.2,310.6,9/8/2026 12:00,6,USWC
47.67,-125.49,12,270,9/8/2026 12:00,6,USWC
47.67,-125.43,16.5,256,9/8/2026 12:00,6,USWC
47.67,-125.36,8,270,9/8/2026 12:00,6,USWC
47.67,-125.3,3.2,288.4,9/8/2026 12:00,6,USWC
47.67,-125.24,1.4,225,9/8/2026 12:00,6,USWC
47.67,-125.18,2.2,153.4,9/8/2026 12:00,6,USWC
47.67,-125.11,16.3,190.6,9/8/2026 12:00,6,USWC
47.67,-125.05,27.3,208.4,9/8/2026 12:00,6,USWC
47.67,-124.99,35,216.9,9/8/2026 12:00,6,USWC
47.67,-124.93,39.7,220.9,9/8/2026 12:00,6,USWC
47.67,-124.86,45.3,226.8,9/8/2026 12:00,6,USWC
47.67,-124.8,44,230.5,9/8/2026 12:00,6,USWC
47.67,-124.74,43.9,228.7,9/8/2026 12:00,6,USWC
47.73,-125.74,39,22.6,9/8/2026 12:00,6,USWC
47.73,-125.68,28.9,14,9/8/2026 12:00,6,USWC
47.73,-125.61,18,0,9/8/2026 12:00,6,USWC
47.73,-125.55,12.5,331.4,9/8/2026 12:00,6,USWC
47.73,-125.49,11.4,307.9,9/8/2026 12:00,6,USWC
47.73,-125.43,11.4,307.9,9/8/2026 12:00,6,USWC
47.73,-125.36,12.4,346,9/8/2026 12:00,6,USWC
47.73,-125.3,11,354.8,9/8/2026 12:00,6,USWC
47.73,-124.99,25.6,239.4,9/8/2026 12:00,6,USWC
47.78,-125.74,20,2.9,9/8/2026 12:00,6,USWC
47.78,-125.68,18,356.8,9/8/2026 12:00,6,USWC
47.78,-125.61,20,2.9,9/8/2026 12:00,6,USWC
47.78,-125.55,16.3,349.4,9/8/2026 12:00,6,USWC
47.78,-125.49,15.5,345.1,9/8/2026 12:00,6,USWC
47.78,-125.43,17,356.6,9/8/2026 12:00,6,USWC
47.78,-125.36,19,3,9/8/2026 12:00,6,USWC
47.78,-125.3,17,3.4,9/8/2026 12:00,6,USWC
47.78,-125.24,20.9,16.7,9/8/2026 12:00,6,USWC
47.83,-125.61,15.8,341.6,9/8/2026 12:00,6,USWC
47.83,-125.55,20,0,9/8/2026 12:00,6,USWC
47.83,-125.49,23.2,7.4,9/8/2026 12:00,6,USWC
47.83,-125.43,27.2,17.1,9/8/2026 12:00,6,USWC
47.83,-125.36,25.6,20.6,9/8/2026 12:00,6,USWC
47.83,-125.3,23.1,17.7,9/8/2026 12:00,6,USWC
47.83,-125.24,18.7,15.5,9/8/2026 12:00,6,USWC
47.89,-125.49,25.7,13.5,9/8/2026 12:00,6,USWC
47.89,-125.43,34.4,25.8,9/8/2026 12:00,6,USWC
47.89,-125.36,40,31.7,9/8/2026 12:00,6,USWC
47.89,-125.3,34.5,29.5,9/8/2026 12:00,6,USWC
47.89,-125.24,25.5,25.6,9/8/2026 12:00,6,USWC
47.94,-125.3,50.6,37.8,9/8/2026 12:00,6,USWC
