lat,lon,speed (cm/s),direction (deg),acquired,resolution (km),origin
43.9,-124.86,18.4,347.5,9/8/2026 12:00,6,USWC
43.9,-124.8,15,0,9/8/2026 12:00,6,USWC
43.9,-124.74,17.1,20.6,9/8/2026 12:00,6,USWC
43.9,-124.68,17,28.1,9/8/2026 12:00,6,USWC
43.9,-124.61,19.3,21.3,9/8/2026 12:00,6,USWC
43.9,-124.55,18.4,12.5,9/8/2026 12:00,6,USWC
43.9,-124.49,20,357.1,9/8/2026 12:00,6,USWC
43.9,-124.43,17.7,343.6,9/8/2026 12:00,6,USWC
43.9,-124.36,21.2,289.3,9/8/2026 12:00,6,USWC
43.9,-124.3,41.3,263,9/8/2026 12:00,6,USWC
43.95,-125.86,55.3,353.8,9/8/2026 12:00,6,USWC
43.95,-125.8,45.7,349.9,9/8/2026 12:00,6,USWC
43.95,-125.74,48.7,340.8,9/8/2026 12:00,6,USWC
43.95,-125.68,43.7,339.9,9/8/2026 12:00,6,USWC
43.95,-125.61,24.8,313.4,9/8/2026 12:00,6,USWC
43.95,-125.55,22.2,277.8,9/8/2026 12:00,6,USWC
43.95,-125.49,24,270,9/8/2026 12:00,6,USWC
43.95,-125.43,25.3,260.9,9/8/2026 12:00,6,USWC
43.95,-125.36,24.3,260.5,9/8/2026 12:00,6,USWC
43.95,-125.3,23.1,265,9/8/2026 12:00,6,USWC
43.95,-125.24,24.4,289.2,9/8/2026 12:00,6,USWC
43.95,-125.18,23.4,309.8,9/8/2026 12:00,6,USWC
43.95,-125.11,25.5,315,9/8/2026 12:00,6,USWC
43.95,-125.05,25.2,326.3,9/8/2026 12:00,6,USWC
43.95,-124.99,25.1,331.4,9/8/2026 12:00,6,USWC
43.95,-124.93,22.8,331.2,9/8/2026 12:00,6,USWC
43.95,-124.86,19.9,342.5,9/8/2026 12:00,6,USWC
43.95,-124.8,19.4,348.1,9/8/2026 12:00,6,USWC
43.95,-124.74,14.3,12.1,9/8/2026 12:00,6,USWC
43.95,-124.68,14.3,12.1,9/8/2026 12:00,6,USWC
43.95,-124.61,15,0,9/8/2026 12:00,6,USWC
43.95,-124.55,16.8,342.6,9/8/2026 12:00,6,USWC
43.95,-124.49,21.6,346.6,9/8/2026 12:00,6,USWC
43.95,-124.43,17.2,324.5,9/8/2026 12:00,6,USWC
43.95,-124.36,23.4,290,9/8/2026 12:00,6,USWC
43.95,-124.3,9.5,288.4,9/8/2026 12:00,6,USWC
44,-125.8,41.8,349,9/8/2026 12:00,6,USWC
44,-125.74,42.2,337.7,9/8/2026 12:00,6,USWC
44,-125.68,31.1,317.6,9/8/2026 12:00,6,USWC
44,-125.61,28.4,309.3,9/8/2026 12:00,6,USWC
44,-125.55,21.6,283.4,9/8/2026 12:00,6,USWC
44,-125.49,22.4,259.7,9/8/2026 12:00,6,USWC
44,-125.43,22.1,264.8,9/8/2026 12:00,6,USWC
44,-125.36,23.5,257.7,9/8/2026 12:00,6,USWC
44,-125.3,20,267.1,9/8/2026 12:00,6,USWC
44,-125.24,21.2,289.3,9/8/2026 12:00,6,USWC
44,-125.18,21.5,291.8,9/8/2026 12:00,6,USWC
44,-125.11,25.5,311.8,9/8/2026 12:00,6,USWC
44,-125.05,24.4,305,9/8/2026 12:00,6,USWC
44,-124.99,23.6,306.4,9/8/2026 12:00,6,USWC
44,-124.93,22.5,327.7,9/8/2026 12:00,6,USWC
44,-124.86,19.2,332.1,9/8/2026 12:00,6,USWC
44,-124.8,14.3,347.9,9/8/2026 12:00,6,USWC
44,-124.74,14.3,347.9,9/8/2026 12:00,6,USWC
44,-124.68,8.1,330.3,9/8/2026 12:00,6,USWC
44,-124.61,11.4,344.7,9/8/2026 12:00,6,USWC
44,-124.55,17.7,312.7,9/8/2026 12:00,6,USWC
44,-124.49,19.8,310.9,9/8/2026 12:00,6,USWC
44,-124.43,20.6,320.9,9/8/2026 12:00,6,USWC
44,-124.36,22.5,290.9,9/8/2026 12:00,6,USWC
44.06,-125.74,30.9,335.1,9/8/2026 12:00,6,USWC
44.06,-125.68,28.4,320.7,9/8/2026 12:00,6,USWC
44.06,-125.61,24.7,301.8,9/8/2026 12:00,6,USWC
44.06,-125.55,21.6,283.4,9/8/2026 12:00,6,USWC
44.06,-125.49,19,270,9/8/2026 12:00,6,USWC
44.06,-125.43,18.4,257.5,9/8/2026 12:00,6,USWC
44.06,-125.36,18.2,260.5,9/8/2026 12:00,6,USWC
44.06,-125.3,17,266.6,9/8/2026 12:00,6,USWC
44.06,-125.24,18.4,282.5,9/8/2026 12:00,6,USWC
44.06,-125.18,18.7,285.5,9/8/2026 12:00,6,USWC
44.06,-125.11,21.5,291.8,9/8/2026 12:00,6,USWC
44.06,-125.05,19.2,297.9,9/8/2026 12:00,6,USWC
44.06,-124.99,17.2,305.5,9/8/2026 12:00,6,USWC
44.06,-124.93,12.5,298.6,9/8/2026 12:00,6,USWC
44.06,-124.86,11.4,322.1,9/8/2026 12:00,6,USWC
44.06,-124.8,10.6,311.2,9/8/2026 12:00,6,USWC
44.06,-124.74,7.8,309.8,9/8/2026 12:00,6,USWC
44.06,-124.68,8.5,290.6,9/8/2026 12:00,6,USWC
44.06,-124.61,12,274.8,9/8/2026 12:00,6,USWC
44.06,-124.55,13.3,283,9/8/2026 12:00,6,USWC
44.06,-124.49,12.2,305,9/8/2026 12:00,6,USWC
44.06,-124.43,13,327.5,9/8/2026 12:00,6,USWC
44.06,-124.36,12,318.4,9/8/2026 12:00,6,USWC
44.11,-125.8,16.2,338.2,9/8/2026 12:00,6,USWC
44.11,-125.74,24.2,335.6,9/8/2026 12:00,6,USWC
44.11,-125.68,29.7,327.4,9/8/2026 12:00,6,USWC
44.11,-125.61,21.6,303.7,9/8/2026 12:00,6,USWC
44.11,-125.55,18.1,276.3,9/8/2026 12:00,6,USWC
44.11,-125.49,17.3,280,9/8/2026 12:00,6,USWC
44.11,-125.43,15,270,9/8/2026 12:00,6,USWC
44.11,-125.36,16.1,262.9,9/8/2026 12:00,6,USWC
44.11,-125.3,14.1,261.9,9/8/2026 12:00,6,USWC
44.11,-125.24,14,265.9,9/8/2026 12:00,6,USWC
44.11,-125.18,16.1,277.1,9/8/2026 12:00,6,USWC
44.11,-125.11,15,273.8,9/8/2026 12:00,6,USWC
44.11,-125.05,16,273.6,9/8/2026 12:00,6,USWC
44.11,-124.99,13.3,283,9/8/2026 12:00,6,USWC
44.11,-124.93,11.2,280.3,9/8/2026 12:00,6,USWC
44.11,-124.86,11.2,280.3,9/8/2026 12:00,6,USWC
44.11,-124.8,12.4,284,9/8/2026 12:00,6,USWC
44.11,-124.74,9.2,257.5,9/8/2026 12:00,6,USWC
44.11,-124.68,7,270,9/8/2026 12:00,6,USWC
44.11,-124.61,6.3,251.6,9/8/2026 12:00,6,USWC
44.11,-124.55,5,270,9/8/2026 12:00,6,USWC
44.11,-124.49,10.8,291.8,9/8/2026 12:00,6,USWC
44.11,-124.43,5,306.9,9/8/2026 12:00,6,USWC
44.11,-124.36,5.8,329,9/8/2026 12:00,6,USWC
44.17,-125.74,19.2,308.7,9/8/2026 12:00,6,USWC
44.17,-125.68,25.5,315,9/8/2026 12:00,6,USWC
44.17,-125.61,23.6,306.4,9/8/2026 12:00,6,USWC
44.17,-125.55,17.5,301,9/8/2026 12:00,6,USWC
44.17,-125.49,14.3,294.8,9/8/2026 12:00,6,USWC
44.17,-125.43,12,274.8,9/8/2026 12:00,6,USWC
44.17,-125.36,10,275.7,9/8/2026 12:00,6,USWC
44.17,-125.3,11,275.2,9/8/2026 12:00,6,USWC
44.17,-125.24,9.2,257.5,9/8/2026 12:00,6,USWC
44.17,-125.18,11,264.8,9/8/2026 12:00,6,USWC
44.17,-125.11,10.2,281.3,9/8/2026 12:00,6,USWC
44.17,-125.05,9.2,257.5,9/8/2026 12:00,6,USWC
44.17,-124.99,11.2,243.4,9/8/2026 12:00,6,USWC
44.17,-124.93,9.1,263.7,9/8/2026 12:00,6,USWC
44.17,-124.86,9,270,9/8/2026 12:00,6,USWC
44.17,-124.8,12,270,9/8/2026 12:00,6,USWC
44.17,-124.74,7.1,278.1,9/8/2026 12:00,6,USWC
44.17,-124.68,8.1,262.9,9/8/2026 12:00,6,USWC
44.17,-124.61,3.2,198.4,9/8/2026 12:00,6,USWC
44.17,-124.55,5,270,9/8/2026 12:00,6,USWC
44.17,-124.49,8.1,299.7,9/8/2026 12:00,6,USWC
44.17,-124.43,8.5,315,9/8/2026 12:00,6,USWC
44.17,-124.36,13.9,300.3,9/8/2026 12:00,6,USWC
44.17,-124.3,14.9,289.7,9/8/2026 12:00,6,USWC
44.17,-124.24,4.1,284,9/8/2026 12:00,6,USWC
44.17,-124.18,7.1,261.9,9/8/2026 12:00,6,USWC
44.22,-125.74,16.4,307.6,9/8/2026 12:00,6,USWC
44.22,-125.68,23.3,316.7,9/8/2026 12:00,6,USWC
44.22,-125.61,23.3,313.3,9/8/2026 12:00,6,USWC
44.22,-125.55,15.3,301.6,9/8/2026 12:00,6,USWC
44.22,-125.49,15,306.9,9/8/2026 12:00,6,USWC
44.22,-125.43,12.8,308.7,9/8/2026 12:00,6,USWC
44.22,-125.36,7.8,309.8,9/8/2026 12:00,6,USWC
44.22,-125.3,7.1,261.9,9/8/2026 12:00,6,USWC
44.22,-125.24,5.1,258.7,9/8/2026 12:00,6,USWC
44.22,-125.18,4.1,256,9/8/2026 12:00,6,USWC
44.22,-125.11,2.2,243.4,9/8/2026 12:00,6,USWC
44.22,-125.05,3.6,236.3,9/8/2026 12:00,6,USWC
44.22,-124.99,2.8,135,9/8/2026 12:00,6,USWC
44.22,-124.93,1,180,9/8/2026 12:00,6,USWC
44.22,-124.86,2.8,225,9/8/2026 12:00,6,USWC
44.22,-124.8,5.1,258.7,9/8/2026 12:00,6,USWC
44.22,-124.74,7.1,261.9,9/8/2026 12:00,6,USWC
44.22,-124.68,5,233.1,9/8/2026 12:00,6,USWC
44.22,-124.61,11,270,9/8/2026 12:00,6,USWC
44.22,-124.55,11,275.2,9/8/2026 12:00,6,USWC
44.22,-124.49,12.4,284,9/8/2026 12:00,6,USWC
44.22,-124.43,24.4,289.2,9/8/2026 12:00,6,USWC
44.22,-124.36,24.4,289.2,9/8/2026 12:00,6,USWC
44.22,-124.3,8.2,284,9/8/2026 12:00,6,USWC
44.22,-124.24,10,275.7,9/8/2026 12:00,6,USWC
44.22,-124.18,7.3,254.1,9/8/2026 12:00,6,USWC
44.27,-125.8,14.8,298.3,9/8/2026 12:00,6,USWC
44.27,-125.74,21.3,318.8,9/8/2026 12:00,6,USWC
44.27,-125.68,20.6,320.9,9/8/2026 12:00,6,USWC
44.27,-125.61,21.4,322.6,9/8/2026 12:00,6,USWC
44.27,-125.55,17.8,321.8,9/8/2026 12:00,6,USWC
44.27,-125.49,13.5,312,9/8/2026 12:00,6,USWC
44.27,-125.43,11.7,329,9/8/2026 12:00,6,USWC
44.27,-125.36,9.5,341.6,9/8/2026 12:00,6,USWC
44.27,-125.3,9.2,347.5,9/8/2026 12:00,6,USWC
44.27,-125.24,2.2,333.4,9/8/2026 12:00,6,USWC
44.27,-125.18,3.2,161.6,9/8/2026 12:00,6,USWC
44.27,-125.11,2.2,116.6,9/8/2026 12:00,6,USWC
44.27,-125.05,6.3,108.4,9/8/2026 12:00,6,USWC
44.27,-124.99,9.8,114,9/8/2026 12:00,6,USWC
44.27,-124.93,8.9,116.6,9/8/2026 12:00,6,USWC
44.27,-124.86,10,126.9,9/8/2026 12:00,6,USWC
44.27,-124.8,3.2,198.4,9/8/2026 12:00,6,USWC
44.27,-124.74,6.7,243.4,9/8/2026 12:00,6,USWC
44.27,-124.68,8.9,243.4,9/8/2026 12:00,6,USWC
44.27,-124.61,8.1,240.3,9/8/2026 12:00,6,USWC
44.27,-124.55,13,265.6,9/8/2026 12:00,6,USWC
44.27,-124.49,12.2,279.5,9/8/2026 12:00,6,USWC
44.27,-124.43,22.1,288.4,9/8/2026 12:00,6,USWC
44.27,-124.36,17.1,290.6,9/8/2026 12:00,6,USWC
44.27,-124.3,14.1,278.1,9/8/2026 12:00,6,USWC
44.27,-124.24,7.1,225,9/8/2026 12:00,6,USWC
44.27,-124.18,14.4,236.3,9/8/2026 12:00,6,USWC
44.33,-125.8,12.2,305,9/8/2026 12:00,6,USWC
44.33,-125.74,12.8,321.3,9/8/2026 12:00,6,USWC
44.33,-125.68,18,326.3,9/8/2026 12:00,6,USWC
44.33,-125.61,12.7,315,9/8/2026 12:00,6,USWC
44.33,-125.55,12,318.4,9/8/2026 12:00,6,USWC
44.33,-125.49,9.2,319.4,9/8/2026 12:00,6,USWC
44.33,-125.43,11.7,340,9/8/2026 12:00,6,USWC
44.33,-125.36,4.1,346,9/8/2026 12:00,6,USWC
44.33,-125.3,1.4,315,9/8/2026 12:00,6,USWC
44.33,-125.24,2.2,333.4,9/8/2026 12:00,6,USWC
44.33,-125.18,4.2,135,9/8/2026 12:00,6,USWC
44.33,-125.11,7.8,129.8,9/8/2026 12:00,6,USWC
44.33,-125.05,10.3,119.1,9/8/2026 12:00,6,USWC
44.33,-124.99,18.4,119.4,9/8/2026 12:00,6,USWC
44.33,-124.93,16.1,119.7,9/8/2026 12:00,6,USWC
44.33,-124.86,12.8,128.7,9/8/2026 12:00,6,USWC
44.33,-124.8,6.7,153.4,9/8/2026 12:00,6,USWC
44.33,-124.74,5.8,211,9/8/2026 12:00,6,USWC
44.33,-124.68,8.9,243.4,9/8/2026 12:00,6,USWC
44.33,-124.61,11.2,243.4,9/8/2026 12:00,6,USWC
44.33,-124.55,10.4,253.3,9/8/2026 12:00,6,USWC
44.33,-124.49,11,264.8,9/8/2026 12:00,6,USWC
44.33,-124.43,8.2,284,9/8/2026 12:00,6,USWC
44.33,-124.36,7.1,278.1,9/8/2026 12:00,6,USWC
44.33,-124.3,5.4,201.8,9/8/2026 12:00,6,USWC
44.33,-124.24,10.8,158.2,9/8/2026 12:00,6,USWC
44.33,-124.18,13,212.5,9/8/2026 12:00,6,USWC
44.38,-125.8,12.2,325,9/8/2026 12:00,6,USWC
44.38,-125.74,8.5,315,9/8/2026 12:00,6,USWC
44.38,-125.68,10.3,330.9,9/8/2026 12:00,6,USWC
44.38,-125.61,10,323.1,9/8/2026 12:00,6,USWC
44.38,-125.55,15,356.2,9/8/2026 12:00,6,USWC
44.38,-125.49,9.2,347.5,9/8/2026 12:00,6,USWC
44.38,-125.43,7,270,9/8/2026 12:00,6,USWC
44.38,-125.36,5.1,281.3,9/8/2026 12:00,6,USWC
44.38,-125.3,2,270,9/8/2026 12:00,6,USWC
44.38,-125.24,2.8,315,9/8/2026 12:00,6,USWC
44.38,-125.18,0,90,9/8/2026 12:00,6,USWC
44.38,-125.11,3.6,123.7,9/8/2026 12:00,6,USWC
44.38,-125.05,14.4,123.7,9/8/2026 12:00,6,USWC
44.38,-124.99,16.6,122.7,9/8/2026 12:00,6,USWC
44.38,-124.93,18.6,126.3,9/8/2026 12:00,6,USWC
44.38,-124.86,14.1,135,9/8/2026 12:00,6,USWC
44.38,-124.8,12.2,145,9/8/2026 12:00,6,USWC
44.38,-124.74,8.2,166,9/8/2026 12:00,6,USWC
44.38,-124.68,6.7,206.6,9/8/2026 12:00,6,USWC
44.38,-124.61,7.6,203.2,9/8/2026 12:00,6,USWC
44.38,-124.55,6.4,218.7,9/8/2026 12:00,6,USWC
44.38,-124.49,5,180,9/8/2026 12:00,6,USWC
44.38,-124.43,7.8,140.2,9/8/2026 12:00,6,USWC
44.38,-124.36,11.3,135,9/8/2026 12:00,6,USWC
44.38,-124.3,11.4,142.1,9/8/2026 12:00,6,USWC
44.38,-124.24,17,139.8,9/8/2026 12:00,6,USWC
44.38,-124.18,15.8,161.6,9/8/2026 12:00,6,USWC
44.44,-125.61,12,355.2,9/8/2026 12:00,6,USWC
44.44,-125.55,5,306.9,9/8/2026 12:00,6,USWC
44.44,-125.49,9.4,238,9/8/2026 12:00,6,USWC
44.44,-125.43,8.6,234.5,9/8/2026 12:00,6,USWC
44.44,-125.36,5.7,225,9/8/2026 12:00,6,USWC
44.44,-125.3,4.1,194,9/8/2026 12:00,6,USWC
44.44,-125.24,2,180,9/8/2026 12:00,6,USWC
44.44,-125.18,1.4,225,9/8/2026 12:00,6,USWC
44.44,-125.11,5.8,121,9/8/2026 12:00,6,USWC
44.44,-125.05,7.8,129.8,9/8/2026 12:00,6,USWC
44.44,-124.99,16.3,132.5,9/8/2026 12:00,6,USWC
44.44,-124.93,17,130.2,9/8/2026 12:00,6,USWC
44.44,-124.86,17,135,9/8/2026 12:00,6,USWC
44.44,-124.8,18.4,139.4,9/8/2026 12:00,6,USWC
44.44,-124.74,13,147.5,9/8/2026 12:00,6,USWC
44.44,-124.68,9.8,156,9/8/2026 12:00,6,USWC
44.44,-124.61,7,180,9/8/2026 12:00,6,USWC
44.44,-124.55,5.1,191.3,9/8/2026 12:00,6,USWC
44.44,-124.49,11.4,142.1,9/8/2026 12:00,6,USWC
44.44,-124.43,9.4,148,9/8/2026 12:00,6,USWC
44.44,-124.36,8.9,153.4,9/8/2026 12:00,6,USWC
44.44,-124.3,7.3,164.1,9/8/2026 12:00,6,USWC
44.44,-124.24,16.6,147.3,9/8/2026 12:00,6,USWC
44.44,-124.18,18.4,150.6,9/8/2026 12:00,6,USWC
44.44,-124.11,15,216.9,9/8/2026 12:00,6,USWC
44.49,-125.8,14,4.1,9/8/2026 12:00,6,USWC
44.49,-125.74,9.2,347.5,9/8/2026 12:00,6,USWC
44.49,-125.68,5.1,348.7,9/8/2026 12:00,6,USWC
44.49,-125.61,10.2,191.3,9/8/2026 12:00,6,USWC
44.49,-125.55,8.5,225,9/8/2026 12:00,6,USWC
44.49,-125.49,10,216.9,9/8/2026 12:00,6,USWC
44.49,-125.43,9.8,204,9/8/2026 12:00,6,USWC
44.49,-125.36,7.6,203.2,9/8/2026 12:00,6,USWC
44.49,-125.3,6.3,198.4,9/8/2026 12:00,6,USWC
44.49,-125.24,4.1,256,9/8/2026 12:00,6,USWC
44.49,-125.18,4.1,166,9/8/2026 12:00,6,USWC
44.49,-125.11,5,143.1,9/8/2026 12:00,6,USWC
44.49,-125.05,12.7,135,9/8/2026 12:00,6,USWC
44.49,-124.99,14.9,137.7,9/8/2026 12:00,6,USWC
44.49,-124.93,15.6,140.2,9/8/2026 12:00,6,USWC
44.49,-124.86,19.2,141.3,9/8/2026 12:00,6,USWC
44.49,-124.8,17.2,144.5,9/8/2026 12:00,6,USWC
44.49,-124.74,17.2,144.5,9/8/2026 12:00,6,USWC
44.49,-124.68,12.1,155.6,9/8/2026 12:00,6,USWC
44.49,-124.61,5.7,225,9/8/2026 12:00,6,USWC
44.49,-124.55,5,180,9/8/2026 12:00,6,USWC
44.49,-124.49,4.1,194,9/8/2026 12:00,6,USWC
44.49,-124.43,4.2,225,9/8/2026 12:00,6,USWC
44.49,-124.36,7.3,254.1,9/8/2026 12:00,6,USWC
44.49,-124.3,6.7,243.4,9/8/2026 12:00,6,USWC
44.49,-124.24,10,174.3,9/8/2026 12:00,6,USWC
44.49,-124.18,14.3,155.2,9/8/2026 12:00,6,USWC
44.49,-124.11,12,180,9/8/2026 12:00,6,USWC
44.54,-125.86,20.2,8.5,9/8/2026 12:00,6,USWC
44.54,-125.8,7.3,15.9,9/8/2026 12:00,6,USWC
44.54,-125.68,14.2,219.3,9/8/2026 12:00,6,USWC
44.54,-125.61,12.5,208.6,9/8/2026 12:00,6,USWC
44.54,-125.55,11.2,206.6,9/8/2026 12:00,6,USWC
44.54,-125.49,11.4,195.3,9/8/2026 12:00,6,USWC
44.54,-125.43,11.4,195.3,9/8/2026 12:00,6,USWC
44.54,-125.36,8.9,206.6,9/8/2026 12:00,6,USWC
44.54,-125.3,9,180,9/8/2026 12:00,6,USWC
44.54,-125.24,7,180,9/8/2026 12:00,6,USWC
44.54,-125.18,6,180,9/8/2026 12:00,6,USWC
44.54,-125.11,8.2,166,9/8/2026 12:00,6,USWC
44.54,-125.05,8.1,150.3,9/8/2026 12:00,6,USWC
44.54,-124.99,9.4,148,9/8/2026 12:00,6,USWC
44.54,-124.93,14.4,146.3,9/8/2026 12:00,6,USWC
44.54,-124.86,15.7,153.4,9/8/2026 12:00,6,USWC
44.54,-124.8,17,151.9,9/8/2026 12:00,6,USWC
44.54,-124.74,16.6,155,9/8/2026 12:00,6,USWC
44.54,-124.68,10.2,191.3,9/8/2026 12:00,6,USWC
44.54,-124.61,8.5,200.6,9/8/2026 12:00,6,USWC
44.54,-124.55,7.8,219.8,9/8/2026 12:00,6,USWC
44.54,-124.49,9.2,257.5,9/8/2026 12:00,6,USWC
44.54,-124.43,12,270,9/8/2026 12:00,6,USWC
44.54,-124.36,13,274.4,9/8/2026 12:00,6,USWC
44.54,-124.3,14.1,278.1,9/8/2026 12:00,6,USWC
44.54,-124.24,7.6,203.2,9/8/2026 12:00,6,USWC
44.54,-124.18,19.7,149.5,9/8/2026 12:00,6,USWC
44.54,-124.11,19.7,149.5,9/8/2026 12:00,6,USWC
44.6,-125.8,13.3,13,9/8/2026 12:00,6,USWC
44.6,-125.74,5.8,211,9/8/2026 12:00,6,USWC
44.6,-125.68,11.2,206.6,9/8/2026 12:00,6,USWC
44.6,-125.61,12.6,198.4,9/8/2026 12:00,6,USWC
44.6,-125.55,12.6,198.4,9/8/2026 12:00,6,USWC
44.6,-125.49,13.3,193,9/8/2026 12:00,6,USWC
44.6,-125.43,12,184.8,9/8/2026 12:00,6,USWC
44.6,-125.36,12,184.8,9/8/2026 12:00,6,USWC
44.6,-125.3,9.2,192.5,9/8/2026 12:00,6,USWC
44.6,-125.24,10.2,191.3,9/8/2026 12:00,6,USWC
44.6,-125.18,10,185.7,9/8/2026 12:00,6,USWC
44.6,-125.11,11,180,9/8/2026 12:00,6,USWC
44.6,-125.05,9.1,173.7,9/8/2026 12:00,6,USWC
44.6,-124.99,8.5,200.6,9/8/2026 12:00,6,USWC
44.6,-124.93,12.4,166,9/8/2026 12:00,6,USWC
44.6,-124.86,14.9,160.3,9/8/2026 12:00,6,USWC
44.6,-124.8,18.4,167.5,9/8/2026 12:00,6,USWC
44.6,-124.74,16.1,172.9,9/8/2026 12:00,6,USWC
44.6,-124.68,13.9,201,9/8/2026 12:00,6,USWC
44.6,-124.61,12.2,215,9/8/2026 12:00,6,USWC
44.6,-124.55,12,228.4,9/8/2026 12:00,6,USWC
44.6,-124.49,12.6,251.6,9/8/2026 12:00,6,USWC
44.6,-124.43,16,270,9/8/2026 12:00,6,USWC
44.6,-124.36,16,273.6,9/8/2026 12:00,6,USWC
44.6,-124.3,11.4,285.3,9/8/2026 12:00,6,USWC
44.6,-124.24,10,180,9/8/2026 12:00,6,USWC
44.6,-124.18,15.8,161.6,9/8/2026 12:00,6,USWC
44.6,-124.11,14.6,164.1,9/8/2026 12:00,6,USWC
44.65,-125.8,6.3,198.4,9/8/2026 12:00,6,USWC
44.65,-125.74,8.5,200.6,9/8/2026 12:00,6,USWC
44.65,-125.68,10.8,201.8,9/8/2026 12:00,6,USWC
44.65,-125.61,13.4,206.6,9/8/2026 12:00,6,USWC
44.65,-125.55,13.9,201,9/8/2026 12:00,6,USWC
44.65,-125.49,10.4,196.7,9/8/2026 12:00,6,USWC
44.65,-125.43,15.1,172.4,9/8/2026 12:00,6,USWC
44.65,-125.36,13,175.6,9/8/2026 12:00,6,USWC
44.65,-125.3,14,184.1,9/8/2026 12:00,6,USWC
44.65,-125.24,15,183.8,9/8/2026 12:00,6,USWC
44.65,-125.18,13.6,197.1,9/8/2026 12:00,6,USWC
44.65,-125.11,13,202.6,9/8/2026 12:00,6,USWC
44.65,-125.05,12,221.6,9/8/2026 12:00,6,USWC
44.65,-124.99,13,202.6,9/8/2026 12:00,6,USWC
44.65,-124.93,14.3,192.1,9/8/2026 12:00,6,USWC
44.65,-124.86,14,175.9,9/8/2026 12:00,6,USWC
44.65,-124.8,18.1,173.7,9/8/2026 12:00,6,USWC
44.65,-124.74,17.1,173.3,9/8/2026 12:00,6,USWC
44.65,-124.68,18,199.4,9/8/2026 12:00,6,USWC
44.65,-124.61,16.6,212.7,9/8/2026 12:00,6,USWC
44.65,-124.55,17.7,227.3,9/8/2026 12:00,6,USWC
44.65,-124.49,18.4,240.6,9/8/2026 12:00,6,USWC
44.65,-124.43,20.9,253.3,9/8/2026 12:00,6,USWC
44.65,-124.36,17.1,263.3,9/8/2026 12:00,6,USWC
44.65,-124.3,9.2,282.5,9/8/2026 12:00,6,USWC
44.65,-124.24,3.6,236.3,9/8/2026 12:00,6,USWC
44.65,-124.18,10,180,9/8/2026 12:00,6,USWC
44.65,-124.11,11,174.8,9/8/2026 12:00,6,USWC
44.71,-125.86,14.9,199.7,9/8/2026 12:00,6,USWC
44.71,-125.8,13.2,188.7,9/8/2026 12:00,6,USWC
44.71,-125.74,13,184.4,9/8/2026 12:00,6,USWC
44.71,-125.68,11.7,200,9/8/2026 12:00,6,USWC
44.71,-125.61,10.8,201.8,9/8/2026 12:00,6,USWC
44.71,-125.55,12.2,189.5,9/8/2026 12:00,6,USWC
44.71,-125.49,14,184.1,9/8/2026 12:00,6,USWC
44.71,-125.43,13,175.6,9/8/2026 12:00,6,USWC
44.71,-125.36,16,176.4,9/8/2026 12:00,6,USWC
44.71,-125.3,17,183.4,9/8/2026 12:00,6,USWC
44.71,-125.24,17.1,186.7,9/8/2026 12:00,6,USWC
44.71,-125.18,15.8,198.4,9/8/2026 12:00,6,USWC
44.71,-125.11,14.8,208.3,9/8/2026 12:00,6,USWC
44.71,-125.05,17.2,215.5,9/8/2026 12:00,6,USWC
44.71,-124.99,16.1,209.7,9/8/2026 12:00,6,USWC
44.71,-124.93,17.1,200.6,9/8/2026 12:00,6,USWC
44.71,-124.86,17.1,186.7,9/8/2026 12:00,6,USWC
44.71,-124.8,20,182.9,9/8/2026 12:00,6,USWC
44.71,-124.74,21.1,185.4,9/8/2026 12:00,6,USWC
44.71,-124.68,20.6,202.8,9/8/2026 12:00,6,USWC
44.71,-124.61,20,216.9,9/8/2026 12:00,6,USWC
44.71,-124.55,22,230.5,9/8/2026 12:00,6,USWC
44.71,-124.49,22.8,241.2,9/8/2026 12:00,6,USWC
44.71,-124.43,23.8,247.8,9/8/2026 12:00,6,USWC
44.71,-124.36,21.2,250.7,9/8/2026 12:00,6,USWC
44.71,-124.3,12.5,241.4,9/8/2026 12:00,6,USWC
44.71,-124.24,3.6,213.7,9/8/2026 12:00,6,USWC
44.71,-124.18,6.1,189.5,9/8/2026 12:00,6,USWC
44.71,-124.11,9,180,9/8/2026 12:00,6,USWC
44.76,-125.92,19,183,9/8/2026 12:00,6,USWC
44.76,-125.86,20.1,185.7,9/8/2026 12:00,6,USWC
44.76,-125.8,16.3,190.6,9/8/2026 12:00,6,USWC
44.76,-125.74,16.1,187.1,9/8/2026 12:00,6,USWC
44.76,-125.68,13,212.5,9/8/2026 12:00,6,USWC
44.76,-125.61,14.6,195.9,9/8/2026 12:00,6,USWC
44.76,-125.55,14.6,195.9,9/8/2026 12:00,6,USWC
44.76,-125.49,15,183.8,9/8/2026 12:00,6,USWC
44.76,-125.43,13.2,188.7,9/8/2026 12:00,6,USWC
44.76,-125.36,19,180,9/8/2026 12:00,6,USWC
44.76,-125.3,20,180,9/8/2026 12:00,6,USWC
44.76,-125.24,18.4,192.5,9/8/2026 12:00,6,USWC
44.76,-125.18,17.9,206.6,9/8/2026 12:00,6,USWC
44.76,-125.11,17,225,9/8/2026 12:00,6,USWC
44.76,-125.05,19.4,214.5,9/8/2026 12:00,6,USWC
44.76,-124.99,19.7,210.5,9/8/2026 12:00,6,USWC
44.76,-124.93,20.2,212.9,9/8/2026 12:00,6,USWC
