Cast_Count,Station_ID,Datetime,Depth_m,T_degC,Salinity,SigmaTheta
992,090.0 070.0,1950-02-06 19:54:00,0,14.04,33.17,24.766
992,090.0 070.0,1950-02-06 19:54:00,10,13.95,33.21,24.815
992,090.0 070.0,1950-02-06 19:54:00,20,13.9,33.21,24.826
992,090.0 070.0,1950-02-06 19:54:00,23,13.88,33.21,24.83
992,090.0 070.0,1950-02-06 19:54:00,30,13.81,33.218,24.851
992,090.0 070.0,1950-02-06 19:54:00,50,13.25,33.15,24.912
992,090.0 070.0,1950-02-06 19:54:00,72,11.83,33.13,25.171
992,090.0 070.0,1950-02-06 19:54:00,75,11.7,33.142,25.204
992,090.0 070.0,1950-02-06 19:54:00,99,10.86,33.28,25.464
992,090.0 070.0,1950-02-06 19:54:00,100,10.83,33.288,25.475
992,090.0 070.0,1950-02-06 19:54:00,125,10.08,33.481,25.755
992,090.0 070.0,1950-02-06 19:54:00,150,9.42,33.662,26.006
992,090.0 070.0,1950-02-06 19:54:00,195,8.4,33.95,26.393
992,090.0 070.0,1950-02-06 19:54:00,200,8.34,33.964,26.413
992,090.0 070.0,1950-02-06 19:54:00,248,7.82,34.05,26.558
992,090.0 070.0,1950-02-06 19:54:00,250,7.79,34.054,26.566
992,090.0 070.0,1950-02-06 19:54:00,300,7.04,34.14,26.74
992,090.0 070.0,1950-02-06 19:54:00,315,6.82,34.16,26.786
992,090.0 070.0,1950-02-06 19:54:00,388,6.26,34.16,26.86
992,090.0 070.0,1950-02-06 19:54:00,400,6.19,34.168,26.876
992,090.0 070.0,1950-02-06 19:54:00,500,5.66,34.245,27.004
992,090.0 070.0,1950-02-06 19:54:00,569,5.38,34.31,27.089
992,090.0 070.0,1950-02-06 19:54:00,600,5.25,34.328,27.119
992,090.0 070.0,1950-02-06 19:54:00,700,4.87,34.377,27.203
992,090.0 070.0,1950-02-06 19:54:00,708,4.84,34.38,27.208
992,090.0 070.0,1950-02-06 19:54:00,800,4.65,34.414,27.257
992,090.0 070.0,1950-02-06 19:54:00,898,4.44,34.45,27.31
1267,090.0 070.0,1950-04-08 17:30:00,0,15.02,33.38,24.72
1267,090.0 070.0,1950-04-08 17:30:00,10,14.98,33.4,24.744
1267,090.0 070.0,1950-04-08 17:30:00,20,13.87,33.273,24.881
1267,090.0 070.0,1950-04-08 17:30:00,24,13.36,33.22,24.944
1267,090.0 070.0,1950-04-08 17:30:00,30,13.31,33.235,24.966
1267,090.0 070.0,1950-04-08 17:30:00,50,13.13,33.283,25.039
1267,090.0 070.0,1950-04-08 17:30:00,53,13.1,33.29,25.051
1267,090.0 070.0,1950-04-08 17:30:00,75,12.9,33.299,25.098
1267,090.0 070.0,1950-04-08 17:30:00,77,12.88,33.3,25.102
1267,090.0 070.0,1950-04-08 17:30:00,100,12.42,33.378,25.253
1267,090.0 070.0,1950-04-08 17:30:00,105,12.28,33.4,25.297
1267,090.0 070.0,1950-04-08 17:30:00,125,11.23,33.493,25.564
1267,090.0 070.0,1950-04-08 17:30:00,150,9.88,33.635,25.91
1267,090.0 070.0,1950-04-08 17:30:00,157,9.5,33.68,26.007
1267,090.0 070.0,1950-04-08 17:30:00,200,8.67,33.906,26.317
1267,090.0 070.0,1950-04-08 17:30:00,208,8.59,33.94,26.356
1267,090.0 070.0,1950-04-08 17:30:00,250,7.84,34.014,26.527
1267,090.0 070.0,1950-04-08 17:30:00,300,7.07,34.05,26.665
1267,090.0 070.0,1950-04-08 17:30:00,311,6.92,34.05,26.686
1267,090.0 070.0,1950-04-08 17:30:00,400,6.33,34.195,26.879
1267,090.0 070.0,1950-04-08 17:30:00,419,6.23,34.22,26.912
1267,090.0 070.0,1950-04-08 17:30:00,500,5.42,34.227,27.018
1267,090.0 070.0,1950-04-08 17:30:00,522,5.23,34.23,27.043
1267,090.0 070.0,1950-04-08 17:30:00,600,5.05,34.356,27.165
1267,090.0 070.0,1950-04-08 17:30:00,625,5.04,34.4,27.201
1267,090.0 070.0,1950-04-08 17:30:00,700,4.81,34.439,27.259
1267,090.0 070.0,1950-04-08 17:30:00,800,4.47,34.454,27.309
1267,090.0 070.0,1950-04-08 17:30:00,828,4.37,34.45,27.317
1267,090.0 070.0,1950-04-08 17:30:00,900,4.16,34.476,27.36
1267,090.0 070.0,1950-04-08 17:30:00,1000,3.89,34.507,27.413
1267,090.0 070.0,1950-04-08 17:30:00,1049,3.76,34.52,27.437
1267,090.0 070.0,1950-04-08 17:30:00,1100,3.64,34.52,27.449
1267,090.0 070.0,1950-04-08 17:30:00,1200,3.4,34.52,27.473
1267,090.0 070.0,1950-04-08 17:30:00,1250,3.28,34.52,27.484
1387,090.0 070.0,1950-05-07 17:36:00,0,14.15,33.3,24.843
1387,090.0 070.0,1950-05-07 17:36:00,10,14.17,33.308,24.845
1387,090.0 070.0,1950-05-07 17:36:00,12,14.17,33.31,24.847
1387,090.0 070.0,1950-05-07 17:36:00,20,14.16,33.203,24.767
1387,090.0 070.0,1950-05-07 17:36:00,24,14.15,33.15,24.728
1387,090.0 070.0,1950-05-07 17:36:00,30,14.02,33.162,24.764
1387,090.0 070.0,1950-05-07 17:36:00,49,13.18,33.09,24.88
1387,090.0 070.0,1950-05-07 17:36:00,50,13.11,33.088,24.892
1387,090.0 070.0,1950-05-07 17:36:00,71,11.52,33.1,25.205
1387,090.0 070.0,1950-05-07 17:36:00,75,11.29,33.114,25.257
1387,090.0 070.0,1950-05-07 17:36:00,96,10.3,33.22,25.514
1387,090.0 070.0,1950-05-07 17:36:00,100,10.15,33.247,25.56
1387,090.0 070.0,1950-05-07 17:36:00,125,9.36,33.429,25.833
1387,090.0 070.0,1950-05-07 17:36:00,143,8.99,33.57,26.003
1387,090.0 070.0,1950-05-07 17:36:00,150,8.91,33.626,26.059
1387,090.0 070.0,1950-05-07 17:36:00,189,8.58,33.89,26.318
1387,090.0 070.0,1950-05-07 17:36:00,200,8.41,33.921,26.368
1387,090.0 070.0,1950-05-07 17:36:00,250,7.64,34.004,26.548
1387,090.0 070.0,1950-05-07 17:36:00,278,7.22,34.01,26.612
1387,090.0 070.0,1950-05-07 17:36:00,300,7.06,34.052,26.668
1387,090.0 070.0,1950-05-07 17:36:00,375,6.7,34.18,26.818
1387,090.0 070.0,1950-05-07 17:36:00,400,6.56,34.203,26.855
1387,090.0 070.0,1950-05-07 17:36:00,466,6.17,34.25,26.944
1387,090.0 070.0,1950-05-07 17:36:00,500,5.98,34.283,26.994
1387,090.0 070.0,1950-05-07 17:36:00,562,5.64,34.34,27.082
1387,090.0 070.0,1950-05-07 17:36:00,600,5.45,34.359,27.12
1387,090.0 070.0,1950-05-07 17:36:00,700,4.98,34.395,27.205
1387,090.0 070.0,1950-05-07 17:36:00,769,4.7,34.41,27.249
1387,090.0 070.0,1950-05-07 17:36:00,800,4.59,34.424,27.272
1387,090.0 070.0,1950-05-07 17:36:00,900,4.28,34.468,27.341
1387,090.0 070.0,1950-05-07 17:36:00,1000,4.0,34.507,27.402
1387,090.0 070.0,1950-05-07 17:36:00,1009,3.98,34.51,27.406
1387,090.0 070.0,1950-05-07 17:36:00,1100,3.74,34.519,27.438
1387,090.0 070.0,1950-05-07 17:36:00,1200,3.48,34.531,27.474
1387,090.0 070.0,1950-05-07 17:36:00,1275,3.28,34.54,27.501
1477,090.0 070.0,1950-06-13 00:42:00,0,14.58,33.13,24.621
1477,090.0 070.0,1950-06-13 00:42:00,8,14.58,33.12,24.614
1477,090.0 070.0,1950-06-13 00:42:00,10,14.51,33.111,24.622
1477,090.0 070.0,1950-06-13 00:42:00,20,14.11,33.065,24.671
1477,090.0 070.0,1950-06-13 00:42:00,21,14.06,33.06,24.677
1477,090.0 070.0,1950-06-13 00:42:00,30,13.97,33.072,24.705
1477,090.0 070.0,1950-06-13 00:42:00,46,13.82,33.08,24.743
1477,090.0 070.0,1950-06-13 00:42:00,50,13.79,33.08,24.749
1477,090.0 070.0,1950-06-13 00:42:00,68,13.68,33.13,24.811
1477,090.0 070.0,1950-06-13 00:42:00,75,13.23,33.107,24.884
1477,090.0 070.0,1950-06-13 00:42:00,94,11.76,33.06,25.13
1477,090.0 070.0,1950-06-13 00:42:00,100,11.41,33.076,25.207
1477,090.0 070.0,1950-06-13 00:42:00,125,10.19,33.206,25.522
1477,090.0 070.0,1950-06-13 00:42:00,140,9.65,33.33,25.709
1477,090.0 070.0,1950-06-13 00:42:00,150,9.34,33.43,25.838
1477,090.0 070.0,1950-06-13 00:42:00,184,8.54,33.76,26.222
1477,090.0 070.0,1950-06-13 00:42:00,200,8.28,33.84,26.324
1477,090.0 070.0,1950-06-13 00:42:00,250,7.62,33.975,26.528
1477,090.0 070.0,1950-06-13 00:42:00,270,7.42,33.98,26.561
1477,090.0 070.0,1950-06-13 00:42:00,300,7.04,33.997,26.627
1477,090.0 070.0,1950-06-13 00:42:00,359,6.34,34.0,26.723
1477,090.0 070.0,1950-06-13 00:42:00,400,5.88,34.014,26.793
1477,090.0 070.0,1950-06-13 00:42:00,445,5.45,34.04,26.866
1477,090.0 070.0,1950-06-13 00:42:00,500,5.1,34.101,26.956
1477,090.0 070.0,1950-06-13 00:42:00,532,4.96,34.14,27.003
1477,090.0 070.0,1950-06-13 00:42:00,600,4.93,34.216,27.067
1477,090.0 070.0,1950-06-13 00:42:00,700,4.88,34.31,27.148
1477,090.0 070.0,1950-06-13 00:42:00,800,4.58,34.383,27.24
1477,090.0 070.0,1950-06-13 00:42:00,892,4.21,34.43,27.318
1477,090.0 070.0,1950-06-13 00:42:00,900,4.18,34.431,27.322
1477,090.0 070.0,1950-06-13 00:42:00,1000,3.86,34.44,27.363
1477,090.0 070.0,1950-06-13 00:42:00,1084,3.58,34.45,27.399
1589,090.0 070.0,1950-07-13 00:54:00,0,16.63,33.15,24.182
1589,090.0 070.0,1950-07-13 00:54:00,9,16.55,33.1,24.162
1589,090.0 070.0,1950-07-13 00:54:00,10,16.55,33.102,24.164
1589,090.0 070.0,1950-07-13 00:54:00,20,16.52,33.117,24.183
1589,090.0 070.0,1950-07-13 00:54:00,22,16.52,33.12,24.185
1589,090.0 070.0,1950-07-13 00:54:00,30,16.28,33.16,24.271
1589,090.0 070.0,1950-07-13 00:54:00,49,15.38,33.23,24.527
1589,090.0 070.0,1950-07-13 00:54:00,50,15.33,33.227,24.536
1589,090.0 070.0,1950-07-13 00:54:00,71,14.11,33.15,24.738
1589,090.0 070.0,1950-07-13 00:54:00,75,13.77,33.155,24.812
1589,090.0 070.0,1950-07-13 00:54:00,97,11.92,33.24,25.24
1589,090.0 070.0,1950-07-13 00:54:00,100,11.73,33.251,25.284
1589,090.0 070.0,1950-07-13 00:54:00,125,10.42,33.36,25.603
1589,090.0 070.0,1950-07-13 00:54:00,144,9.73,33.46,25.798
1589,090.0 070.0,1950-07-13 00:54:00,150,9.53,33.511,25.87
1589,090.0 070.0,1950-07-13 00:54:00,190,8.52,33.84,26.288
1589,090.0 070.0,1950-07-13 00:54:00,200,8.35,33.886,26.35
1589,090.0 070.0,1950-07-13 00:54:00,250,7.67,34.031,26.565
1589,090.0 070.0,1950-07-13 00:54:00,281,7.38,34.05,26.622
1589,090.0 070.0,1950-07-13 00:54:00,300,7.15,34.057,26.659
1589,090.0 070.0,1950-07-13 00:54:00,377,6.28,34.07,26.787
1589,090.0 070.0,1950-07-13 00:54:00,400,6.05,34.098,26.838
1589,090.0 070.0,1950-07-13 00:54:00,468,5.51,34.2,26.986
1589,090.0 070.0,1950-07-13 00:54:00,500,5.36,34.248,27.042
1589,090.0 070.0,1950-07-13 00:54:00,560,5.17,34.33,27.13
1589,090.0 070.0,1950-07-13 00:54:00,600,5.03,34.366,27.175
1589,090.0 070.0,1950-07-13 00:54:00,700,4.72,34.432,27.263
1589,090.0 070.0,1950-07-13 00:54:00,744,4.59,34.45,27.292
1589,090.0 070.0,1950-07-13 00:54:00,800,4.44,34.472,27.326
1589,090.0 070.0,1950-07-13 00:54:00,900,4.18,34.513,27.387
1589,090.0 070.0,1950-07-13 00:54:00,940,4.07,34.53,27.413
1746,090.0 070.0,1950-08-18 07:30:00,0,16.49,33.26,24.299
1746,090.0 070.0,1950-08-18 07:30:00,9,16.5,33.28,24.312
1746,090.0 070.0,1950-08-18 07:30:00,10,16.47,33.292,24.328
1746,090.0 070.0,1950-08-18 07:30:00,20,15.93,33.39,24.527
1746,090.0 070.0,1950-08-18 07:30:00,24,15.59,33.42,24.626
1746,090.0 070.0,1950-08-18 07:30:00,30,14.69,33.319,24.745
1746,090.0 070.0,1950-08-18 07:30:00,50,11.73,33.034,25.114
1746,090.0 070.0,1950-08-18 07:30:00,52,11.44,33.01,25.149
1746,090.0 070.0,1950-08-18 07:30:00,75,10.73,33.317,25.515
1746,090.0 070.0,1950-08-18 07:30:00,76,10.72,33.33,25.527
1841,090.0 070.0,1950-09-18 04:12:00,0,18.05,33.24,23.913
1841,090.0 070.0,1950-09-18 04:12:00,10,17.62,33.28,24.049
1841,090.0 070.0,1950-09-18 04:12:00,20,17.46,33.24,24.057
1841,090.0 070.0,1950-09-18 04:12:00,25,17.38,33.22,24.061
1841,090.0 070.0,1950-09-18 04:12:00,30,16.73,33.22,24.214
1841,090.0 070.0,1950-09-18 04:12:00,50,13.54,33.22,24.908
1841,090.0 070.0,1950-09-18 04:12:00,75,11.07,33.3,25.442
1841,090.0 070.0,1950-09-18 04:12:00,99,9.8,33.46,25.785
1841,090.0 070.0,1950-09-18 04:12:00,100,9.77,33.468,25.796
1841,090.0 070.0,1950-09-18 04:12:00,125,9.09,33.659,26.056
1841,090.0 070.0,1950-09-18 04:12:00,150,8.71,33.822,26.244
1841,090.0 070.0,1950-09-18 04:12:00,153,8.69,33.84,26.261
1841,090.0 070.0,1950-09-18 04:12:00,200,8.1,33.977,26.459
1841,090.0 070.0,1950-09-18 04:12:00,202,8.08,33.98,26.464
1841,090.0 070.0,1950-09-18 04:12:00,250,7.59,34.023,26.57
1841,090.0 070.0,1950-09-18 04:12:00,299,7.18,34.04,26.642
1841,090.0 070.0,1950-09-18 04:12:00,300,7.17,34.041,26.644
1841,090.0 070.0,1950-09-18 04:12:00,400,6.64,34.177,26.824
1841,090.0 070.0,1950-09-18 04:12:00,402,6.63,34.18,26.828
1841,090.0 070.0,1950-09-18 04:12:00,498,6.14,34.27,26.964
1841,090.0 070.0,1950-09-18 04:12:00,500,6.13,34.269,26.964
1841,090.0 070.0,1950-09-18 04:12:00,600,5.65,34.23,26.994
1841,090.0 070.0,1950-09-18 04:12:00,700,5.18,34.301,27.107
1841,090.0 070.0,1950-09-18 04:12:00,800,4.74,34.39,27.229
1841,090.0 070.0,1950-09-18 04:12:00,900,4.38,34.391,27.269
1841,090.0 070.0,1950-09-18 04:12:00,997,4.07,34.38,27.294
1841,090.0 070.0,1950-09-18 04:12:00,1000,4.06,34.381,27.296
1841,090.0 070.0,1950-09-18 04:12:00,1100,3.77,34.415,27.353
1841,090.0 070.0,1950-09-18 04:12:00,1200,3.47,34.45,27.41
2378,090.0 070.0,1951-02-20 03:00:00,0,13.63,33.12,24.811
2378,090.0 070.0,1951-02-20 03:00:00,10,13.63,33.1,24.796
2378,090.0 070.0,1951-02-20 03:00:00,20,12.87,33.211,25.034
2378,090.0 070.0,1951-02-20 03:00:00,25,12.4,33.28,25.179
2378,090.0 070.0,1951-02-20 03:00:00,30,12.16,33.297,25.238
2378,090.0 070.0,1951-02-20 03:00:00,50,11.37,33.31,25.395
2378,090.0 070.0,1951-02-20 03:00:00,75,10.0,33.42,25.72
2378,090.0 070.0,1951-02-20 03:00:00,96,9.28,33.77,26.112
2378,090.0 070.0,1951-02-20 03:00:00,100,9.19,33.812,26.16
2378,090.0 070.0,1951-02-20 03:00:00,125,8.72,33.996,26.378
2378,090.0 070.0,1951-02-20 03:00:00,150,8.42,34.03,26.452
2378,090.0 070.0,1951-02-20 03:00:00,152,8.4,34.04,26.462
2378,090.0 070.0,1951-02-20 03:00:00,199,7.82,33.96,26.487
2378,090.0 070.0,1951-02-20 03:00:00,200,7.81,33.961,26.489
2378,090.0 070.0,1951-02-20 03:00:00,250,7.37,34.031,26.608
2378,090.0 070.0,1951-02-20 03:00:00,295,7.07,34.13,26.728
2378,090.0 070.0,1951-02-20 03:00:00,300,7.04,34.133,26.734
2378,090.0 070.0,1951-02-20 03:00:00,400,6.53,34.16,26.825
2378,090.0 070.0,1951-02-20 03:00:00,403,6.52,34.16,26.827
2378,090.0 070.0,1951-02-20 03:00:00,497,5.85,34.22,26.961
2378,090.0 070.0,1951-02-20 03:00:00,499,5.88,34.31,27.028
2378,090.0 070.0,1951-02-20 03:00:00,500,5.87,34.31,27.029
2378,090.0 070.0,1951-02-20 03:00:00,600,5.33,34.33,27.112
2378,090.0 070.0,1951-02-20 03:00:00,697,4.91,34.33,27.161
2378,090.0 070.0,1951-02-20 03:00:00,700,4.9,34.33,27.162
2378,090.0 070.0,1951-02-20 03:00:00,797,4.54,34.36,27.227
2378,090.0 070.0,1951-02-20 03:00:00,800,4.53,34.362,27.229
2378,090.0 070.0,1951-02-20 03:00:00,887,4.27,34.42,27.304
2378,090.0 070.0,1951-02-20 03:00:00,900,4.23,34.425,27.312
2378,090.0 070.0,1951-02-20 03:00:00,1000,3.91,34.45,27.366
2378,090.0 070.0,1951-02-20 03:00:00,1002,3.9,34.45,27.367
2378,090.0 070.0,1951-02-20 03:00:00,1082,3.62,34.45,27.395
2378,090.0 070.0,1951-02-20 03:00:00,1100,3.57,34.454,27.403
2378,090.0 070.0,1951-02-20 03:00:00,1200,3.34,34.476,27.443
2378,090.0 070.0,1951-02-20 03:00:00,1300,3.14,34.5,27.482
2378,090.0 070.0,1951-02-20 03:00:00,1378,3.02,34.52,27.509
2378,090.0 070.0,1951-02-20 03:00:00,1400,2.97,34.52,27.514
2378,090.0 070.0,1951-02-20 03:00:00,1500,2.77,34.519,27.531
2378,090.0 070.0,1951-02-20 03:00:00,1600,2.58,34.52,27.549
2378,090.0 070.0,1951-02-20 03:00:00,1621,2.54,34.52,27.552
2378,090.0 070.0,1951-02-20 03:00:00,1800,2.31,34.563,27.607
2378,090.0 070.0,1951-02-20 03:00:00,1869,2.23,34.58,27.627
2378,090.0 070.0,1951-02-20 03:00:00,2000,2.07,34.583,27.643
2378,090.0 070.0,1951-02-20 03:00:00,2117,1.96,34.58,27.65
2378,090.0 070.0,1951-02-20 03:00:00,2200,1.92,34.59,27.661
2378,090.0 070.0,1951-02-20 03:00:00,2366,1.86,34.69,27.747
2378,090.0 070.0,1951-02-20 03:00:00,2400,1.84,34.61,27.685
2378,090.0 070.0,1951-02-20 03:00:00,2600,1.73,34.628,27.708
2378,090.0 070.0,1951-02-20 03:00:00,2622,1.72,34.63,27.711
2378,090.0 070.0,1951-02-20 03:00:00,2800,1.68,34.618,27.705
2378,090.0 070.0,1951-02-20 03:00:00,2922,1.66,34.61,27.701
2479,090.0 070.0,1951-03-19 09:36:00,0,14.27,33.17,24.718
2479,090.0 070.0,1951-03-19 09:36:00,10,14.06,33.17,24.762
2479,090.0 070.0,1951-03-19 09:36:00,20,14.03,33.188,24.782
2479,090.0 070.0,1951-03-19 09:36:00,25,13.99,33.2,24.8
2479,090.0 070.0,1951-03-19 09:36:00,30,13.79,33.215,24.853
2479,090.0 070.0,1951-03-19 09:36:00,50,12.65,33.26,25.116
2479,090.0 070.0,1951-03-19 09:36:00,74,11.26,33.22,25.345
2479,090.0 070.0,1951-03-19 09:36:00,75,11.19,33.224,25.361
2479,090.0 070.0,1951-03-19 09:36:00,98,9.6,33.38,25.755
2479,090.0 070.0,1951-03-19 09:36:00,100,9.57,33.408,25.782
2479,090.0 070.0,1951-03-19 09:36:00,125,9.2,33.693,26.065
2479,090.0 070.0,1951-03-19 09:36:00,150,8.83,33.853,26.25
2479,090.0 070.0,1951-03-19 09:36:00,152,8.8,33.86,26.26
2479,090.0 070.0,1951-03-19 09:36:00,200,8.25,33.96,26.423
2479,090.0 070.0,1951-03-19 09:36:00,250,7.65,34.062,26.592
2479,090.0 070.0,1951-03-19 09:36:00,295,7.14,34.14,26.726
2479,090.0 070.0,1951-03-19 09:36:00,300,7.09,34.144,26.736
2479,090.0 070.0,1951-03-19 09:36:00,396,6.34,34.22,26.897
2672,090.0 070.0,1951-04-16 20:36:00,10,14.81,33.1,24.549
2804,090.0 070.0,1951-05-14 14:06:00,8,15.2,33.17,24.519
3097,090.0 070.0,1951-07-05 12:06:00,0,,33.3,
3097,090.0 070.0,1951-07-05 12:06:00,9,15.76,33.23,24.442
3097,090.0 070.0,1951-07-05 12:06:00,10,15.71,33.228,24.451
3097,090.0 070.0,1951-07-05 12:06:00,20,15.22,33.21,24.546
3097,090.0 070.0,1951-07-05 12:06:00,27,,33.3,
3097,090.0 070.0,1951-07-05 12:06:00,30,14.73,33.301,24.721
3097,090.0 070.0,1951-07-05 12:06:00,50,13.75,33.309,24.933
3097,090.0 070.0,1951-07-05 12:06:00,54,,33.31,
3097,090.0 070.0,1951-07-05 12:06:00,75,12.53,33.165,25.065
3097,090.0 070.0,1951-07-05 12:06:00,80,,33.14,
3097,090.0 070.0,1951-07-05 12:06:00,100,11.31,33.175,25.301
3097,090.0 070.0,1951-07-05 12:06:00,106,11.02,33.18,25.358
3097,090.0 070.0,1951-07-05 12:06:00,125,10.24,33.383,25.652
3097,090.0 070.0,1951-07-05 12:06:00,150,9.39,33.665,26.013
3097,090.0 070.0,1951-07-05 12:06:00,159,9.14,33.77,26.136
3097,090.0 070.0,1951-07-05 12:06:00,200,8.71,34.024,26.403
3097,090.0 070.0,1951-07-05 12:06:00,211,8.68,34.07,26.444
3097,090.0 070.0,1951-07-05 12:06:00,250,8.49,34.193,26.57
3097,090.0 070.0,1951-07-05 12:06:00,300,8.22,34.279,26.68
3097,090.0 070.0,1951-07-05 12:06:00,316,8.13,34.29,26.702
3097,090.0 070.0,1951-07-05 12:06:00,400,7.14,34.337,26.883
3097,090.0 070.0,1951-07-05 12:06:00,415,6.96,34.34,26.91
3097,090.0 070.0,1951-07-05 12:06:00,500,6.3,34.372,27.024
3097,090.0 070.0,1951-07-05 12:06:00,520,6.18,34.38,27.046
3097,090.0 070.0,1951-07-05 12:06:00,600,5.78,34.436,27.141
3097,090.0 070.0,1951-07-05 12:06:00,621,5.68,34.45,27.165
3097,090.0 070.0,1951-07-05 12:06:00,700,5.21,34.468,27.236
3097,090.0 070.0,1951-07-05 12:06:00,800,4.65,34.486,27.315
3097,090.0 070.0,1951-07-05 12:06:00,833,4.48,34.49,27.337
3097,090.0 070.0,1951-07-05 12:06:00,900,4.27,34.528,27.39
3097,090.0 070.0,1951-07-05 12:06:00,1000,4.01,34.581,27.46
3097,090.0 070.0,1951-07-05 12:06:00,1038,3.93,34.6,27.483
3097,090.0 070.0,1951-07-05 12:06:00,1100,3.75,34.602,27.504
3097,090.0 070.0,1951-07-05 12:06:00,1200,3.45,34.607,27.537
3097,090.0 070.0,1951-07-05 12:06:00,1247,3.31,34.61,27.553
3286,090.0 070.0,1951-09-10 20:06:00,10,16.89,33.51,24.398
3484,090.0 070.0,1951-10-01 02:36:00,0,18.12,33.32,23.958
3484,090.0 070.0,1951-10-01 02:36:00,10,17.55,33.28,24.065
3484,090.0 070.0,1951-10-01 02:36:00,20,17.1,33.35,24.226
3484,090.0 070.0,1951-10-01 02:36:00,25,16.85,33.39,24.316
3484,090.0 070.0,1951-10-01 02:36:00,30,16.49,33.377,24.39
3484,090.0 070.0,1951-10-01 02:36:00,50,14.76,33.28,24.7
3484,090.0 070.0,1951-10-01 02:36:00,75,,33.21,
3484,090.0 070.0,1951-10-01 02:36:00,100,9.55,33.53,25.881
3484,090.0 070.0,1951-10-01 02:36:00,125,9.05,33.813,26.183
3484,090.0 070.0,1951-10-01 02:36:00,150,8.55,33.953,26.371
3484,090.0 070.0,1951-10-01 02:36:00,153,8.49,33.96,26.386
3484,090.0 070.0,1951-10-01 02:36:00,200,7.91,34.143,26.617
3484,090.0 070.0,1951-10-01 02:36:00,203,7.88,34.15,26.627
3484,090.0 070.0,1951-10-01 02:36:00,250,7.34,34.145,26.702
3484,090.0 070.0,1951-10-01 02:36:00,300,6.81,34.14,26.771
3484,090.0 070.0,1951-10-01 02:36:00,400,5.98,34.275,26.987
3484,090.0 070.0,1951-10-01 02:36:00,403,5.96,34.28,26.993
3484,090.0 070.0,1951-10-01 02:36:00,499,5.46,34.34,27.103
3484,090.0 070.0,1951-10-01 02:36:00,500,5.46,34.34,27.103
3484,090.0 070.0,1951-10-01 02:36:00,600,5.04,34.36,27.169
3484,090.0 070.0,1951-10-01 02:36:00,601,5.04,34.36,27.169
3484,090.0 070.0,1951-10-01 02:36:00,700,4.77,34.427,27.254
3484,090.0 070.0,1951-10-01 02:36:00,800,4.54,34.499,27.337
3484,090.0 070.0,1951-10-01 02:36:00,801,4.54,34.5,27.338
3484,090.0 070.0,1951-10-01 02:36:00,900,4.23,34.531,27.396
3484,090.0 070.0,1951-10-01 02:36:00,997,3.92,34.55,27.444
3484,090.0 070.0,1951-10-01 02:36:00,1000,3.91,34.551,27.446
3484,090.0 070.0,1951-10-01 02:36:00,1100,3.68,34.575,27.489
3484,090.0 070.0,1951-10-01 02:36:00,1200,3.44,34.6,27.533
3484,090.0 070.0,1951-10-01 02:36:00,1201,3.44,34.6,27.533
3561,090.0 070.0,1951-11-02 04:18:00,10,17.54,33.26,24.052
3691,090.0 070.0,1952-01-24 03:42:00,0,13.81,33.17,24.813
3691,090.0 070.0,1952-01-24 03:42:00,10,13.61,33.19,24.87
3691,090.0 070.0,1952-01-24 03:42:00,20,13.49,33.237,24.931
3691,090.0 070.0,1952-01-24 03:42:00,25,13.45,33.26,24.957
3691,090.0 070.0,1952-01-24 03:42:00,30,13.44,33.26,24.959
3691,090.0 070.0,1952-01-24 03:42:00,49,13.37,33.26,24.973
3691,090.0 070.0,1952-01-24 03:42:00,50,13.36,33.259,24.975
3691,090.0 070.0,1952-01-24 03:42:00,72,13.04,33.24,25.024
3691,090.0 070.0,1952-01-24 03:42:00,75,12.72,33.223,25.074
3691,090.0 070.0,1952-01-24 03:42:00,95,10.3,33.17,25.475
3691,090.0 070.0,1952-01-24 03:42:00,100,10.15,33.24,25.555
3691,090.0 070.0,1952-01-24 03:42:00,125,9.42,33.516,25.892
3691,090.0 070.0,1952-01-24 03:42:00,147,8.77,33.66,26.108
3691,090.0 070.0,1952-01-24 03:42:00,150,8.72,33.683,26.133
3691,090.0 070.0,1952-01-24 03:42:00,194,8.29,33.95,26.409
3691,090.0 070.0,1952-01-24 03:42:00,200,8.26,33.973,26.432
3691,090.0 070.0,1952-01-24 03:42:00,250,7.98,34.107,26.579
3691,090.0 070.0,1952-01-24 03:42:00,288,7.75,34.14,26.64
3691,090.0 070.0,1952-01-24 03:42:00,300,7.58,34.142,26.666
3691,090.0 070.0,1952-01-24 03:42:00,386,6.4,34.13,26.819
3691,090.0 070.0,1952-01-24 03:42:00,400,6.31,34.136,26.835
3691,090.0 070.0,1952-01-24 03:42:00,481,5.94,34.19,26.926
3691,090.0 070.0,1952-01-24 03:42:00,500,5.84,34.211,26.955
3691,090.0 070.0,1952-01-24 03:42:00,580,5.4,34.3,27.079
3691,090.0 070.0,1952-01-24 03:42:00,600,5.31,34.315,27.102
3691,090.0 070.0,1952-01-24 03:42:00,700,4.88,34.375,27.2
3691,090.0 070.0,1952-01-24 03:42:00,773,4.62,34.4,27.249
3691,090.0 070.0,1952-01-24 03:42:00,800,4.53,34.407,27.265
3691,090.0 070.0,1952-01-24 03:42:00,900,4.22,34.429,27.316
3691,090.0 070.0,1952-01-24 03:42:00,963,4.04,34.44,27.344
3691,090.0 070.0,1952-01-24 03:42:00,1000,3.94,34.453,27.365
