Cast_Count,Station_ID,Datetime,Depth_m,T_degC,Salinity,SigmaTheta
29623,090.0 070.0,2001-01-13 07:00:00,114,9.93,33.439,25.747
29623,090.0 070.0,2001-01-13 07:00:00,125,9.69,33.508,25.841
29623,090.0 070.0,2001-01-13 07:00:00,126,9.68,33.515,25.849
29623,090.0 070.0,2001-01-13 07:00:00,140,9.5,33.726,26.043
29623,090.0 070.0,2001-01-13 07:00:00,150,9.44,33.832,26.136
29623,090.0 070.0,2001-01-13 07:00:00,166,9.32,33.947,26.246
29623,090.0 070.0,2001-01-13 07:00:00,195,8.7,34.042,26.419
29623,090.0 070.0,2001-01-13 07:00:00,200,8.63,34.048,26.434
29623,090.0 070.0,2001-01-13 07:00:00,229,8.23,34.06,26.505
29623,090.0 070.0,2001-01-13 07:00:00,250,7.86,34.064,26.563
29623,090.0 070.0,2001-01-13 07:00:00,268,7.55,34.068,26.611
29623,090.0 070.0,2001-01-13 07:00:00,300,7.17,34.08,26.675
29623,090.0 070.0,2001-01-13 07:00:00,319,6.99,34.091,26.708
29623,090.0 070.0,2001-01-13 07:00:00,377,6.54,34.153,26.818
29623,090.0 070.0,2001-01-13 07:00:00,400,6.4,34.17,26.85
29623,090.0 070.0,2001-01-13 07:00:00,438,6.22,34.199,26.897
29623,090.0 070.0,2001-01-13 07:00:00,500,6.03,34.273,26.98
29623,090.0 070.0,2001-01-13 07:00:00,517,5.98,34.294,27.003
29689,090.0 070.0,2001-04-11 23:33:00,0,13.96,33.44,24.99
29689,090.0 070.0,2001-04-11 23:33:00,2,13.96,33.447,24.996
29689,090.0 070.0,2001-04-11 23:33:00,10,13.95,33.447,24.998
29689,090.0 070.0,2001-04-11 23:33:00,20,13.91,33.447,25.007
29689,090.0 070.0,2001-04-11 23:33:00,30,13.86,33.448,25.018
29689,090.0 070.0,2001-04-11 23:33:00,40,13.14,33.434,25.154
29689,090.0 070.0,2001-04-11 23:33:00,50,12.04,33.412,25.35
29689,090.0 070.0,2001-04-11 23:33:00,60,11.79,33.48,25.45
29689,090.0 070.0,2001-04-11 23:33:00,70,11.11,33.493,25.584
29689,090.0 070.0,2001-04-11 23:33:00,75,10.98,33.524,25.632
29689,090.0 070.0,2001-04-11 23:33:00,85,10.77,33.589,25.72
29689,090.0 070.0,2001-04-11 23:33:00,100,9.88,33.62,25.897
29689,090.0 070.0,2001-04-11 23:33:00,120,9.57,33.702,26.013
29689,090.0 070.0,2001-04-11 23:33:00,125,9.58,33.729,26.032
29689,090.0 070.0,2001-04-11 23:33:00,139,9.63,33.807,26.085
29689,090.0 070.0,2001-04-11 23:33:00,150,9.52,33.86,26.145
29689,090.0 070.0,2001-04-11 23:33:00,170,9.2,33.94,26.26
29689,090.0 070.0,2001-04-11 23:33:00,200,8.67,34.021,26.407
29689,090.0 070.0,2001-04-11 23:33:00,229,8.15,34.055,26.513
29689,090.0 070.0,2001-04-11 23:33:00,250,7.83,34.062,26.566
29689,090.0 070.0,2001-04-11 23:33:00,269,7.58,34.065,26.605
29689,090.0 070.0,2001-04-11 23:33:00,300,7.22,34.08,26.668
29689,090.0 070.0,2001-04-11 23:33:00,321,7.01,34.096,26.71
29689,090.0 070.0,2001-04-11 23:33:00,379,6.62,34.169,26.82
29689,090.0 070.0,2001-04-11 23:33:00,400,6.5,34.196,26.858
29689,090.0 070.0,2001-04-11 23:33:00,441,6.3,34.244,26.922
29689,090.0 070.0,2001-04-11 23:33:00,500,6.04,34.294,26.995
29689,090.0 070.0,2001-04-11 23:33:00,511,5.99,34.303,27.009
29755,090.0 070.0,2001-07-15 19:20:00,0,17.13,33.4,24.25
29755,090.0 070.0,2001-07-15 19:20:00,1,17.13,33.4,24.257
29755,090.0 070.0,2001-07-15 19:20:00,2,17.13,33.401,
29755,090.0 070.0,2001-07-15 19:20:00,10,17.12,33.4,24.26
29755,090.0 070.0,2001-07-15 19:20:00,12,17.13,33.401,
29755,090.0 070.0,2001-07-15 19:20:00,12,17.12,33.4,24.26
29755,090.0 070.0,2001-07-15 19:20:00,20,17.12,33.4,24.26
29755,090.0 070.0,2001-07-15 19:20:00,22,17.12,33.4,24.26
29755,090.0 070.0,2001-07-15 19:20:00,30,17.1,33.398,24.264
29755,090.0 070.0,2001-07-15 19:20:00,32,17.1,33.398,24.264
29755,090.0 070.0,2001-07-15 19:20:00,41,15.83,33.33,24.504
29755,090.0 070.0,2001-07-15 19:20:00,48,15.38,33.329,24.603
29755,090.0 070.0,2001-07-15 19:20:00,50,15.17,33.317,24.64
29755,090.0 070.0,2001-07-15 19:20:00,54,14.72,33.288,24.715
29755,090.0 070.0,2001-07-15 19:20:00,64,13.95,33.24,24.84
29755,090.0 070.0,2001-07-15 19:20:00,74,12.65,33.218,25.084
29755,090.0 070.0,2001-07-15 19:20:00,75,12.55,33.22,25.105
29755,090.0 070.0,2001-07-15 19:20:00,83,11.82,33.252,25.268
29755,090.0 070.0,2001-07-15 19:20:00,94,10.91,33.336,25.498
29755,090.0 070.0,2001-07-15 19:20:00,100,10.47,33.373,25.604
29755,090.0 070.0,2001-07-15 19:20:00,109,9.97,33.426,25.73
29755,090.0 070.0,2001-07-15 19:20:00,125,9.72,33.525,25.85
29755,090.0 070.0,2001-07-15 19:20:00,146,9.47,33.757,26.072
29755,090.0 070.0,2001-07-15 19:20:00,150,9.44,33.781,26.096
29755,090.0 070.0,2001-07-15 19:20:00,165,9.31,33.845,26.167
29755,090.0 070.0,2001-07-15 19:20:00,198,8.82,33.979,26.351
29755,090.0 070.0,2001-07-15 19:20:00,200,8.79,33.984,26.359
29755,090.0 070.0,2001-07-15 19:20:00,227,8.32,34.023,26.462
29755,090.0 070.0,2001-07-15 19:20:00,250,7.96,34.039,26.529
29755,090.0 070.0,2001-07-15 19:20:00,268,7.7,34.047,26.573
29755,090.0 070.0,2001-07-15 19:20:00,300,7.23,34.064,26.654
29755,090.0 070.0,2001-07-15 19:20:00,319,6.98,34.073,26.696
29755,090.0 070.0,2001-07-15 19:20:00,379,6.38,34.098,26.796
29755,090.0 070.0,2001-07-15 19:20:00,400,6.22,34.113,26.828
29755,090.0 070.0,2001-07-15 19:20:00,437,5.98,34.144,26.884
29755,090.0 070.0,2001-07-15 19:20:00,500,5.63,34.197,26.969
29755,090.0 070.0,2001-07-15 19:20:00,519,5.53,34.213,26.994
29821,090.0 070.0,2001-10-30 04:27:00,0,17.47,33.51,24.26
29821,090.0 070.0,2001-10-30 04:27:00,3,17.47,33.51,24.26
29821,090.0 070.0,2001-10-30 04:27:00,10,17.19,33.512,24.329
29821,090.0 070.0,2001-10-30 04:27:00,15,16.93,33.514,24.392
29821,090.0 070.0,2001-10-30 04:27:00,20,16.86,33.519,24.412
29821,090.0 070.0,2001-10-30 04:27:00,30,16.71,33.523,24.451
29821,090.0 070.0,2001-10-30 04:27:00,31,16.69,33.523,24.455
29821,090.0 070.0,2001-10-30 04:27:00,45,15.96,33.502,24.607
29821,090.0 070.0,2001-10-30 04:27:00,50,15.24,33.416,24.701
29821,090.0 070.0,2001-10-30 04:27:00,54,14.61,33.349,24.786
29821,090.0 070.0,2001-10-30 04:27:00,65,13.32,33.298,25.013
29821,090.0 070.0,2001-10-30 04:27:00,75,12.13,33.255,25.212
29821,090.0 070.0,2001-10-30 04:27:00,85,11.47,33.291,25.363
29821,090.0 070.0,2001-10-30 04:27:00,95,10.65,33.371,25.571
29821,090.0 070.0,2001-10-30 04:27:00,100,10.42,33.395,25.63
29821,090.0 070.0,2001-10-30 04:27:00,110,10.09,33.441,25.722
29821,090.0 070.0,2001-10-30 04:27:00,125,9.58,33.567,25.905
29821,090.0 070.0,2001-10-30 04:27:00,144,9.26,33.777,26.122
29821,090.0 070.0,2001-10-30 04:27:00,150,9.18,33.819,26.168
29821,090.0 070.0,2001-10-30 04:27:00,167,8.97,33.903,26.267
29821,090.0 070.0,2001-10-30 04:27:00,199,8.55,34.002,26.411
29821,090.0 070.0,2001-10-30 04:27:00,200,8.54,34.004,26.414
29821,090.0 070.0,2001-10-30 04:27:00,229,8.15,34.057,26.515
29821,090.0 070.0,2001-10-30 04:27:00,250,7.9,34.072,26.564
29821,090.0 070.0,2001-10-30 04:27:00,268,7.69,34.078,26.599
29821,090.0 070.0,2001-10-30 04:27:00,300,7.28,34.091,26.668
29821,090.0 070.0,2001-10-30 04:27:00,317,7.07,34.099,26.704
29821,090.0 070.0,2001-10-30 04:27:00,377,6.5,34.152,26.823
29821,090.0 070.0,2001-10-30 04:27:00,400,6.33,34.175,26.863
29821,090.0 070.0,2001-10-30 04:27:00,437,6.11,34.21,26.919
29821,090.0 070.0,2001-10-30 04:27:00,500,5.83,34.252,26.988
29821,090.0 070.0,2001-10-30 04:27:00,521,5.74,34.267,27.012
29887,090.0 070.0,2002-01-29 18:15:00,0,13.38,33.16,24.89
29887,090.0 070.0,2002-01-29 18:15:00,3,13.38,33.163,24.895
29887,090.0 070.0,2002-01-29 18:15:00,10,13.37,33.163,24.897
29887,090.0 070.0,2002-01-29 18:15:00,20,13.36,33.163,24.9
29887,090.0 070.0,2002-01-29 18:15:00,21,13.36,33.163,24.9
29887,090.0 070.0,2002-01-29 18:15:00,30,13.36,33.169,24.904
29887,090.0 070.0,2002-01-29 18:15:00,32,13.36,33.172,24.907
29887,090.0 070.0,2002-01-29 18:15:00,41,13.38,33.199,24.924
29887,090.0 070.0,2002-01-29 18:15:00,50,13.55,33.267,24.942
29887,090.0 070.0,2002-01-29 18:15:00,51,13.57,33.274,24.944
29887,090.0 070.0,2002-01-29 18:15:00,61,12.7,33.216,25.072
29887,090.0 070.0,2002-01-29 18:15:00,70,11.53,33.119,25.218
29887,090.0 070.0,2002-01-29 18:15:00,75,11.15,33.124,25.29
29887,090.0 070.0,2002-01-29 18:15:00,85,10.7,33.202,25.431
29887,090.0 070.0,2002-01-29 18:15:00,100,10.26,33.399,25.66
29887,090.0 070.0,2002-01-29 18:15:00,121,9.22,33.538,25.941
29887,090.0 070.0,2002-01-29 18:15:00,125,9.23,33.586,25.977
29887,090.0 070.0,2002-01-29 18:15:00,139,9.27,33.725,26.079
29887,090.0 070.0,2002-01-29 18:15:00,150,9.19,33.81,26.159
29887,090.0 070.0,2002-01-29 18:15:00,167,8.98,33.909,26.27
29887,090.0 070.0,2002-01-29 18:15:00,199,8.47,34.012,26.431
29887,090.0 070.0,2002-01-29 18:15:00,200,8.45,34.013,26.434
29887,090.0 070.0,2002-01-29 18:15:00,229,8.05,34.036,26.513
29887,090.0 070.0,2002-01-29 18:15:00,250,7.82,34.056,26.563
29887,090.0 070.0,2002-01-29 18:15:00,269,7.61,34.073,26.607
29887,090.0 070.0,2002-01-29 18:15:00,300,7.2,34.089,26.678
29887,090.0 070.0,2002-01-29 18:15:00,318,6.97,34.098,26.717
29887,090.0 070.0,2002-01-29 18:15:00,379,6.48,34.149,26.823
29887,090.0 070.0,2002-01-29 18:15:00,400,6.3,34.163,26.858
29887,090.0 070.0,2002-01-29 18:15:00,434,6.02,34.185,26.911
29887,090.0 070.0,2002-01-29 18:15:00,500,5.62,34.229,26.996
29887,090.0 070.0,2002-01-29 18:15:00,514,5.53,34.239,27.015
29953,090.0 070.0,2002-04-02 18:36:00,0,13.41,33.25,24.96
29953,090.0 070.0,2002-04-02 18:36:00,1,13.41,33.258,24.962
29953,090.0 070.0,2002-04-02 18:36:00,10,13.36,33.257,24.972
29953,090.0 070.0,2002-04-02 18:36:00,11,13.35,33.256,24.973
29953,090.0 070.0,2002-04-02 18:36:00,20,13.2,33.27,25.014
29953,090.0 070.0,2002-04-02 18:36:00,21,13.18,33.272,25.02
29953,090.0 070.0,2002-04-02 18:36:00,30,13.08,33.298,25.06
29953,090.0 070.0,2002-04-02 18:36:00,31,13.07,33.301,25.064
29953,090.0 070.0,2002-04-02 18:36:00,40,13.03,33.312,25.081
29953,090.0 070.0,2002-04-02 18:36:00,50,12.91,33.388,25.164
29953,090.0 070.0,2002-04-02 18:36:00,60,12.83,33.517,25.28
29953,090.0 070.0,2002-04-02 18:36:00,71,12.71,33.568,25.343
29953,090.0 070.0,2002-04-02 18:36:00,75,12.38,33.539,25.385
29953,090.0 070.0,2002-04-02 18:36:00,85,11.38,33.463,25.513
29953,090.0 070.0,2002-04-02 18:36:00,100,10.33,33.51,25.735
29953,090.0 070.0,2002-04-02 18:36:00,119,9.75,33.582,25.889
29953,090.0 070.0,2002-04-02 18:36:00,125,9.6,33.616,25.94
29953,090.0 070.0,2002-04-02 18:36:00,139,9.31,33.71,26.061
29953,090.0 070.0,2002-04-02 18:36:00,150,9.17,33.804,26.157
29953,090.0 070.0,2002-04-02 18:36:00,169,8.96,33.952,26.307
29953,090.0 070.0,2002-04-02 18:36:00,199,8.43,34.044,26.462
29953,090.0 070.0,2002-04-02 18:36:00,200,8.42,34.046,26.465
29953,090.0 070.0,2002-04-02 18:36:00,229,8.06,34.086,26.551
29953,090.0 070.0,2002-04-02 18:36:00,250,7.78,34.085,26.591
29953,090.0 070.0,2002-04-02 18:36:00,269,7.54,34.081,26.623
29953,090.0 070.0,2002-04-02 18:36:00,300,7.25,34.108,26.686
29953,090.0 070.0,2002-04-02 18:36:00,318,7.09,34.127,26.723
29953,090.0 070.0,2002-04-02 18:36:00,378,6.5,34.153,26.824
29953,090.0 070.0,2002-04-02 18:36:00,400,6.31,34.165,26.858
29953,090.0 070.0,2002-04-02 18:36:00,437,6.03,34.191,26.915
29953,090.0 070.0,2002-04-02 18:36:00,500,5.68,34.257,27.011
29953,090.0 070.0,2002-04-02 18:36:00,516,5.59,34.274,27.035
30020,090.0 070.0,2002-07-07 08:47:00,0,15.86,33.06,24.29
30020,090.0 070.0,2002-07-07 08:47:00,3,15.86,33.064,24.291
30020,090.0 070.0,2002-07-07 08:47:00,10,15.86,33.064,24.292
30020,090.0 070.0,2002-07-07 08:47:00,15,15.86,33.064,24.292
30020,090.0 070.0,2002-07-07 08:47:00,20,15.86,33.064,24.292
30020,090.0 070.0,2002-07-07 08:47:00,30,15.86,33.065,24.293
30020,090.0 070.0,2002-07-07 08:47:00,45,15.1,33.038,24.44
30020,090.0 070.0,2002-07-07 08:47:00,50,14.84,33.095,24.54
30020,090.0 070.0,2002-07-07 08:47:00,55,14.59,33.153,24.639
30020,090.0 070.0,2002-07-07 08:47:00,65,14.15,33.175,24.749
30020,090.0 070.0,2002-07-07 08:47:00,75,13.5,33.15,24.863
30020,090.0 070.0,2002-07-07 08:47:00,85,12.24,33.01,25.001
30020,090.0 070.0,2002-07-07 08:47:00,95,11.64,33.003,25.108
30020,090.0 070.0,2002-07-07 08:47:00,100,11.44,33.013,25.152
30020,090.0 070.0,2002-07-07 08:47:00,109,11.1,33.071,25.259
30020,090.0 070.0,2002-07-07 08:47:00,124,10.26,33.329,25.606
30020,090.0 070.0,2002-07-07 08:47:00,125,10.22,33.343,25.624
30020,090.0 070.0,2002-07-07 08:47:00,145,9.58,33.583,25.918
30020,090.0 070.0,2002-07-07 08:47:00,150,9.46,33.632,25.976
30020,090.0 070.0,2002-07-07 08:47:00,169,9.09,33.784,26.155
30020,090.0 070.0,2002-07-07 08:47:00,199,8.77,33.938,26.326
30020,090.0 070.0,2002-07-07 08:47:00,200,8.76,33.942,26.331
30020,090.0 070.0,2002-07-07 08:47:00,229,8.41,34.025,26.45
30020,090.0 070.0,2002-07-07 08:47:00,250,8.15,34.048,26.508
30020,090.0 070.0,2002-07-07 08:47:00,269,7.93,34.061,26.551
30020,090.0 070.0,2002-07-07 08:47:00,300,7.6,34.108,26.636
30020,090.0 070.0,2002-07-07 08:47:00,318,7.41,34.133,26.683
30020,090.0 070.0,2002-07-07 08:47:00,377,6.69,34.147,26.794
30020,090.0 070.0,2002-07-07 08:47:00,400,6.54,34.177,26.838
30020,090.0 070.0,2002-07-07 08:47:00,437,6.38,34.232,26.902
30020,090.0 070.0,2002-07-07 08:47:00,500,6.1,34.287,26.982
30020,090.0 070.0,2002-07-07 08:47:00,517,6.03,34.302,27.003
30086,090.0 070.0,2002-11-15 12:01:00,0,16.52,33.29,24.31
30086,090.0 070.0,2002-11-15 12:01:00,1,16.52,33.295,24.319
30086,090.0 070.0,2002-11-15 12:01:00,9,16.52,33.291,24.316
30086,090.0 070.0,2002-11-15 12:01:00,10,16.52,33.291,24.316
30086,090.0 070.0,2002-11-15 12:01:00,20,16.52,33.29,24.316
30086,090.0 070.0,2002-11-15 12:01:00,30,16.51,33.292,24.32
30086,090.0 070.0,2002-11-15 12:01:00,40,15.97,33.287,24.439
30086,090.0 070.0,2002-11-15 12:01:00,50,12.65,32.954,24.878
30086,090.0 070.0,2002-11-15 12:01:00,60,11.25,32.864,25.07
30086,090.0 070.0,2002-11-15 12:01:00,70,10.87,32.941,25.197
30086,090.0 070.0,2002-11-15 12:01:00,75,10.58,32.957,25.26
30086,090.0 070.0,2002-11-15 12:01:00,85,10.07,33.037,25.41
30086,090.0 070.0,2002-11-15 12:01:00,100,9.99,33.443,25.74
30086,090.0 070.0,2002-11-15 12:01:00,122,9.44,33.701,26.033
30086,090.0 070.0,2002-11-15 12:01:00,125,9.39,33.722,26.057
30086,090.0 070.0,2002-11-15 12:01:00,139,9.19,33.799,26.15
30086,090.0 070.0,2002-11-15 12:01:00,150,9.04,33.867,26.228
30086,090.0 070.0,2002-11-15 12:01:00,170,8.76,33.972,26.354
30086,090.0 070.0,2002-11-15 12:01:00,198,8.35,34.038,26.469
30086,090.0 070.0,2002-11-15 12:01:00,200,8.31,34.04,26.477
30086,090.0 070.0,2002-11-15 12:01:00,226,7.74,34.056,26.574
30086,090.0 070.0,2002-11-15 12:01:00,250,7.44,34.073,26.631
30086,090.0 070.0,2002-11-15 12:01:00,267,7.29,34.083,26.66
30086,090.0 070.0,2002-11-15 12:01:00,300,7.0,34.096,26.711
30086,090.0 070.0,2002-11-15 12:01:00,320,6.83,34.103,26.74
30086,090.0 070.0,2002-11-15 12:01:00,381,6.17,34.137,26.854
30086,090.0 070.0,2002-11-15 12:01:00,400,6.05,34.153,26.882
30086,090.0 070.0,2002-11-15 12:01:00,438,5.89,34.193,26.934
30086,090.0 070.0,2002-11-15 12:01:00,500,5.86,34.28,27.007
30086,090.0 070.0,2002-11-15 12:01:00,519,5.85,34.307,27.03
30152,090.0 070.0,2003-02-04 18:08:00,0,15.04,33.07,24.48
30152,090.0 070.0,2003-02-04 18:08:00,1,15.04,33.077,24.482
30152,090.0 070.0,2003-02-04 18:08:00,8,14.96,33.064,24.489
30152,090.0 070.0,2003-02-04 18:08:00,10,14.95,33.064,24.492
30152,090.0 070.0,2003-02-04 18:08:00,15,14.94,33.067,24.496
30152,090.0 070.0,2003-02-04 18:08:00,20,14.92,33.067,24.501
30152,090.0 070.0,2003-02-04 18:08:00,23,14.91,33.072,24.507
30152,090.0 070.0,2003-02-04 18:08:00,30,14.76,33.077,24.543
30152,090.0 070.0,2003-02-04 18:08:00,31,14.72,33.078,24.552
30152,090.0 070.0,2003-02-04 18:08:00,39,14.05,33.202,24.789
30152,090.0 070.0,2003-02-04 18:08:00,48,13.23,33.262,25.003
30152,090.0 070.0,2003-02-04 18:08:00,50,12.93,33.323,25.11
30152,090.0 070.0,2003-02-04 18:08:00,56,12.01,33.505,25.428
30152,090.0 070.0,2003-02-04 18:08:00,65,11.07,33.553,25.638
30152,090.0 070.0,2003-02-04 18:08:00,75,10.12,33.626,25.861
30152,090.0 070.0,2003-02-04 18:08:00,78,9.9,33.648,25.915
30152,090.0 070.0,2003-02-04 18:08:00,91,9.68,33.71,26.0
30152,090.0 070.0,2003-02-04 18:08:00,100,9.51,33.766,26.072
30152,090.0 070.0,2003-02-04 18:08:00,106,9.4,33.805,26.12
30152,090.0 070.0,2003-02-04 18:08:00,120,9.12,33.882,26.226
30152,090.0 070.0,2003-02-04 18:08:00,125,9.06,33.9,26.25
30152,090.0 070.0,2003-02-04 18:08:00,140,8.92,33.941,26.304
30152,090.0 070.0,2003-02-04 18:08:00,150,8.81,33.971,26.345
30152,090.0 070.0,2003-02-04 18:08:00,170,8.61,34.021,26.416
30152,090.0 070.0,2003-02-04 18:08:00,200,8.41,34.047,26.467
30152,090.0 070.0,2003-02-04 18:08:00,229,7.98,34.054,26.537
30152,090.0 070.0,2003-02-04 18:08:00,250,7.68,34.06,26.586
30152,090.0 070.0,2003-02-04 18:08:00,269,7.41,34.066,26.63
30152,090.0 070.0,2003-02-04 18:08:00,300,6.97,34.071,26.695
30152,090.0 070.0,2003-02-04 18:08:00,319,6.74,34.077,26.731
30152,090.0 070.0,2003-02-04 18:08:00,378,6.4,34.143,26.829
30152,090.0 070.0,2003-02-04 18:08:00,400,6.29,34.166,26.861
30152,090.0 070.0,2003-02-04 18:08:00,438,6.11,34.204,26.915
30152,090.0 070.0,2003-02-04 18:08:00,500,5.85,34.27,27.0
30152,090.0 070.0,2003-02-04 18:08:00,515,5.79,34.286,27.02
30226,090.0 070.0,2003-04-09 06:57:00,0,14.23,33.17,24.73
30226,090.0 070.0,2003-04-09 06:57:00,3,14.23,33.177,24.731
30226,090.0 070.0,2003-04-09 06:57:00,10,14.23,33.177,24.732
30226,090.0 070.0,2003-04-09 06:57:00,20,14.08,33.181,24.766
30226,090.0 070.0,2003-04-09 06:57:00,30,13.89,33.183,24.807
30226,090.0 070.0,2003-04-09 06:57:00,41,13.86,33.185,24.816
30226,090.0 070.0,2003-04-09 06:57:00,50,13.85,33.185,24.818
30226,090.0 070.0,2003-04-09 06:57:00,51,13.85,33.185,24.818
30226,090.0 070.0,2003-04-09 06:57:00,60,13.73,33.176,24.836
30226,090.0 070.0,2003-04-09 06:57:00,70,11.76,33.038,25.112
30226,090.0 070.0,2003-04-09 06:57:00,75,11.31,33.039,25.195
30226,090.0 070.0,2003-04-09 06:57:00,85,10.82,33.11,25.338
30226,090.0 070.0,2003-04-09 06:57:00,100,9.94,33.323,25.655
30226,090.0 070.0,2003-04-09 06:57:00,119,9.73,33.711,25.993
30226,090.0 070.0,2003-04-09 06:57:00,125,9.63,33.772,26.057
30226,090.0 070.0,2003-04-09 06:57:00,139,9.44,33.865,26.161
30226,090.0 070.0,2003-04-09 06:57:00,150,9.46,33.943,26.219
30226,090.0 070.0,2003-04-09 06:57:00,169,9.5,34.045,26.293
30226,090.0 070.0,2003-04-09 06:57:00,199,9.21,34.132,26.409
30226,090.0 070.0,2003-04-09 06:57:00,200,9.2,34.134,26.412
30226,090.0 070.0,2003-04-09 06:57:00,229,8.94,34.184,26.493
30226,090.0 070.0,2003-04-09 06:57:00,250,8.68,34.185,26.535
30226,090.0 070.0,2003-04-09 06:57:00,269,8.37,34.185,26.583
30226,090.0 070.0,2003-04-09 06:57:00,300,7.61,34.125,26.648
30226,090.0 070.0,2003-04-09 06:57:00,318,7.17,34.094,26.686
30226,090.0 070.0,2003-04-09 06:57:00,378,6.57,34.135,26.8
30226,090.0 070.0,2003-04-09 06:57:00,400,6.46,34.154,26.83
30226,090.0 070.0,2003-04-09 06:57:00,438,6.3,34.192,26.881
30226,090.0 070.0,2003-04-09 06:57:00,500,5.89,34.272,26.997
30226,090.0 070.0,2003-04-09 06:57:00,515,5.79,34.292,27.025
30332,090.0 070.0,2003-07-21 09:18:00,0,15.81,33.19,24.4
30332,090.0 070.0,2003-07-21 09:18:00,3,15.81,33.195,24.403
30332,090.0 070.0,2003-07-21 09:18:00,10,15.7,33.19,24.424
30332,090.0 070.0,2003-07-21 09:18:00,11,15.69,33.189,24.426
30332,090.0 070.0,2003-07-21 09:18:00,20,14.12,33.159,24.741
30332,090.0 070.0,2003-07-21 09:18:00,21,13.92,33.158,24.782
30332,090.0 070.0,2003-07-21 09:18:00,30,13.11,33.185,24.967
30332,090.0 070.0,2003-07-21 09:18:00,31,13.06,33.19,24.98
30332,090.0 070.0,2003-07-21 09:18:00,41,12.94,33.243,25.045
30332,090.0 070.0,2003-07-21 09:18:00,50,12.73,33.286,25.12
30332,090.0 070.0,2003-07-21 09:18:00,51,12.69,33.291,25.132
30332,090.0 070.0,2003-07-21 09:18:00,60,12.16,33.347,25.277
30332,090.0 070.0,2003-07-21 09:18:00,69,11.29,33.315,25.414
30332,090.0 070.0,2003-07-21 09:18:00,75,10.77,33.324,25.513
30332,090.0 070.0,2003-07-21 09:18:00,86,10.03,33.392,25.693
30332,090.0 070.0,2003-07-21 09:18:00,100,9.67,33.555,25.881
30332,090.0 070.0,2003-07-21 09:18:00,121,9.35,33.728,26.069
30332,090.0 070.0,2003-07-21 09:18:00,125,9.3,33.76,26.102
30332,090.0 070.0,2003-07-21 09:18:00,139,9.16,33.867,26.208
30332,090.0 070.0,2003-07-21 09:18:00,150,9.11,33.943,26.276
30332,090.0 070.0,2003-07-21 09:18:00,170,8.95,34.041,26.378
30332,090.0 070.0,2003-07-21 09:18:00,197,8.3,34.064,26.497
30332,090.0 070.0,2003-07-21 09:18:00,200,8.29,34.071,26.504
30332,090.0 070.0,2003-07-21 09:18:00,229,8.18,34.116,26.557
30332,090.0 070.0,2003-07-21 09:18:00,250,8.03,34.151,26.607
30332,090.0 070.0,2003-07-21 09:18:00,273,7.81,34.185,26.666
30332,090.0 070.0,2003-07-21 09:18:00,300,7.49,34.215,26.736
30332,090.0 070.0,2003-07-21 09:18:00,318,7.27,34.231,26.78
30332,090.0 070.0,2003-07-21 09:18:00,375,6.65,34.251,26.881
30332,090.0 070.0,2003-07-21 09:18:00,400,6.43,34.265,26.921
30332,090.0 070.0,2003-07-21 09:18:00,436,6.18,34.286,26.971
30332,090.0 070.0,2003-07-21 09:18:00,500,5.96,34.308,27.017
30332,090.0 070.0,2003-07-21 09:18:00,516,5.91,34.314,27.028
30396,090.0 070.0,2003-10-25 05:31:00,0,16.87,32.95,23.97
30396,090.0 070.0,2003-10-25 05:31:00,2,16.87,32.95,23.973
30396,090.0 070.0,2003-10-25 05:31:00,9,16.8,32.948,23.988
30396,090.0 070.0,2003-10-25 05:31:00,10,16.79,32.948,23.99
30396,090.0 070.0,2003-10-25 05:31:00,19,16.73,32.952,24.008
30396,090.0 070.0,2003-10-25 05:31:00,20,16.67,32.964,24.031
30396,090.0 070.0,2003-10-25 05:31:00,30,15.88,33.072,24.294
30396,090.0 070.0,2003-10-25 05:31:00,40,15.06,33.014,24.43
30396,090.0 070.0,2003-10-25 05:31:00,50,12.85,32.674,24.623
30396,090.0 070.0,2003-10-25 05:31:00,59,12.07,32.624,24.733
30396,090.0 070.0,2003-10-25 05:31:00,70,11.42,32.641,24.866
30396,090.0 070.0,2003-10-25 05:31:00,75,11.15,32.653,24.924
30396,090.0 070.0,2003-10-25 05:31:00,85,10.66,32.693,25.041
30396,090.0 070.0,2003-10-25 05:31:00,100,10.04,32.812,25.239
30396,090.0 070.0,2003-10-25 05:31:00,120,9.53,33.099,25.548
30396,090.0 070.0,2003-10-25 05:31:00,125,9.45,33.167,25.614
30396,090.0 070.0,2003-10-25 05:31:00,140,9.27,33.367,25.799
30396,090.0 070.0,2003-10-25 05:31:00,150,9.17,33.51,25.927
30396,090.0 070.0,2003-10-25 05:31:00,170,8.98,33.759,26.153
30396,090.0 070.0,2003-10-25 05:31:00,199,8.71,33.944,26.34
30396,090.0 070.0,2003-10-25 05:31:00,200,8.69,33.948,26.347
30396,090.0 070.0,2003-10-25 05:31:00,229,8.2,34.032,26.488
30396,090.0 070.0,2003-10-25 05:31:00,250,7.84,34.048,26.554
30396,090.0 070.0,2003-10-25 05:31:00,269,7.55,34.051,26.598
30396,090.0 070.0,2003-10-25 05:31:00,300,7.23,34.072,26.66
30396,090.0 070.0,2003-10-25 05:31:00,318,7.1,34.087,26.69
30396,090.0 070.0,2003-10-25 05:31:00,377,6.79,34.168,26.797
30396,090.0 070.0,2003-10-25 05:31:00,400,6.57,34.176,26.833
